age;educ;insch;male;nkids;married;hours_c
19;dec;True;True;1;False;951.6601292060069
19;dec;True;True;1;True;1084.0650892567508
19;dec;True;True;2;False;1313.043339135069
19;dec;True;True;2;True;1445.4482991858126
19;dec;True;True;3;False;1071.8139945616924
19;dec;True;True;3;True;1204.2189546124362
19;dec;True;True;4;False;1071.8139945616924
19;dec;True;True;4;True;1204.2189546124362
19;dec;True;True;5;False;1071.8139945616924
19;dec;True;True;5;True;1204.2189546124362
19;dec;True;True;6;False;1071.8139945616924
19;dec;True;True;6;True;1204.2189546124362
19;dec;True;True;7;False;1071.8139945616924
19;dec;True;True;7;True;1204.2189546124362
19;des;False;False;0;False;1377.8905654396988
19;des;False;False;0;True;1546.5115506388202
19;des;False;False;1;False;1443.350789340493
19;des;False;False;1;True;1611.9717745396144
19;des;False;False;2;False;1484.4344809396734
19;des;False;False;2;True;1653.0554661387948
19;des;False;False;3;False;1670.8720079515638
19;des;False;False;3;True;1839.4929931506852
19;des;False;False;4;False;1670.8720079515638
19;des;False;False;4;True;1839.4929931506852
19;des;False;False;5;False;1670.8720079515638
19;des;False;False;5;True;1839.4929931506852
19;des;False;False;6;False;1670.8720079515638
19;des;False;False;6;True;1839.4929931506852
19;des;False;False;7;False;1670.8720079515638
19;des;False;False;7;True;1839.4929931506852
19;des;False;True;0;False;1377.8905654396988
19;des;False;True;0;True;1546.5115506388202
19;des;False;True;1;False;1443.350789340493
19;des;False;True;1;True;1611.9717745396144
19;des;False;True;2;False;1484.4344809396734
19;des;False;True;2;True;1653.0554661387948
19;des;False;True;3;False;1670.8720079515638
19;des;False;True;3;True;1839.4929931506852
19;des;False;True;4;False;1670.8720079515638
19;des;False;True;4;True;1839.4929931506852
19;des;False;True;5;False;1670.8720079515638
19;des;False;True;5;True;1839.4929931506852
19;des;False;True;6;False;1670.8720079515638
19;des;False;True;6;True;1839.4929931506852
19;des;False;True;7;False;1670.8720079515638
19;des;False;True;7;True;1839.4929931506852
19;des;True;False;0;False;1050.892831782851
19;des;True;False;0;True;1183.2977918335948
19;des;True;False;1;False;951.6601292060069
19;des;True;False;1;True;1084.0650892567508
19;des;True;False;2;False;1313.043339135069
19;des;True;False;2;True;1445.4482991858126
19;des;True;False;3;False;1071.8139945616924
19;des;True;False;3;True;1204.2189546124362
19;des;True;False;4;False;1071.8139945616924
19;des;True;False;4;True;1204.2189546124362
19;des;True;False;5;False;1071.8139945616924
19;des;True;False;5;True;1204.2189546124362
19;des;True;False;6;False;1071.8139945616924
19;des;True;False;6;True;1204.2189546124362
19;des;True;False;7;False;1071.8139945616924
19;des;True;False;7;True;1204.2189546124362
19;des;True;True;0;False;1050.892831782851
19;des;True;True;0;True;1183.2977918335948
19;des;True;True;1;False;951.6601292060069
19;des;True;True;1;True;1084.0650892567508
19;des;True;True;2;False;1313.043339135069
19;des;True;True;2;True;1445.4482991858126
19;des;True;True;3;False;1071.8139945616924
19;des;True;True;3;True;1204.2189546124362
19;des;True;True;4;False;1071.8139945616924
19;des;True;True;4;True;1204.2189546124362
19;des;True;True;5;False;1071.8139945616924
19;des;True;True;5;True;1204.2189546124362
19;des;True;True;6;False;1071.8139945616924
19;des;True;True;6;True;1204.2189546124362
19;des;True;True;7;False;1071.8139945616924
19;des;True;True;7;True;1204.2189546124362
19;none;False;False;0;False;1844.0804074104021
19;none;False;False;0;True;1951.645495351449
19;none;False;False;1;False;1657.4472718453453
19;none;False;False;1;True;1765.0123597863922
19;none;False;False;2;False;1611.2118724203015
19;none;False;False;2;True;1718.7769603613483
19;none;False;False;3;False;1528.4308647707635
19;none;False;False;3;True;1635.9959527118103
19;none;False;False;4;False;1528.4308647707635
19;none;False;False;4;True;1635.9959527118103
19;none;False;False;5;False;1528.4308647707635
19;none;False;False;5;True;1635.9959527118103
19;none;False;False;6;False;1528.4308647707635
19;none;False;False;6;True;1635.9959527118103
19;none;False;False;7;False;1528.4308647707635
19;none;False;False;7;True;1635.9959527118103
19;none;False;True;0;False;1844.0804074104021
19;none;False;True;0;True;1951.645495351449
19;none;False;True;1;False;1657.4472718453453
19;none;False;True;1;True;1765.0123597863922
19;none;False;True;2;False;1611.2118724203015
19;none;False;True;2;True;1718.7769603613483
19;none;False;True;3;False;1528.4308647707635
19;none;False;True;3;True;1635.9959527118103
19;none;False;True;4;False;1528.4308647707635
19;none;False;True;4;True;1635.9959527118103
19;none;False;True;5;False;1528.4308647707635
19;none;False;True;5;True;1635.9959527118103
19;none;False;True;6;False;1528.4308647707635
19;none;False;True;6;True;1635.9959527118103
19;none;False;True;7;False;1528.4308647707635
19;none;False;True;7;True;1635.9959527118103
19;none;True;False;0;False;1050.892831782851
19;none;True;False;0;True;1183.2977918335948
19;none;True;False;1;False;951.6601292060069
19;none;True;False;1;True;1084.0650892567508
19;none;True;False;2;False;1313.043339135069
19;none;True;False;2;True;1445.4482991858126
19;none;True;False;3;False;1071.8139945616924
19;none;True;False;3;True;1204.2189546124362
19;none;True;False;4;False;1071.8139945616924
19;none;True;False;4;True;1204.2189546124362
19;none;True;False;5;False;1071.8139945616924
19;none;True;False;5;True;1204.2189546124362
19;none;True;False;6;False;1071.8139945616924
19;none;True;False;6;True;1204.2189546124362
19;none;True;False;7;False;1071.8139945616924
19;none;True;False;7;True;1204.2189546124362
19;none;True;True;0;False;1050.892831782851
19;none;True;True;0;True;1183.2977918335948
19;none;True;True;1;False;951.6601292060069
19;none;True;True;1;True;1084.0650892567508
19;none;True;True;2;False;1313.043339135069
19;none;True;True;2;True;1445.4482991858126
19;none;True;True;3;False;1071.8139945616924
19;none;True;True;3;True;1204.2189546124362
19;none;True;True;4;False;1071.8139945616924
19;none;True;True;4;True;1204.2189546124362
19;none;True;True;5;False;1071.8139945616924
19;none;True;True;5;True;1204.2189546124362
19;none;True;True;6;False;1071.8139945616924
19;none;True;True;6;True;1204.2189546124362
19;none;True;True;7;False;1071.8139945616924
19;none;True;True;7;True;1204.2189546124362
19;uni;False;False;0;False;1493.7199149986952
19;uni;False;False;0;True;1502.8501061292106
19;uni;False;False;1;False;1455.0220524363924
19;uni;False;False;1;True;1464.1522435669078
19;uni;False;False;2;False;1459.168199631295
19;uni;False;False;2;True;1468.2983907618104
19;uni;False;False;3;False;1625.0571643129927
19;uni;False;False;3;True;1634.187355443508
19;uni;False;False;4;False;1625.0571643129927
19;uni;False;False;4;True;1634.187355443508
19;uni;False;False;5;False;1625.0571643129927
19;uni;False;False;5;True;1634.187355443508
19;uni;False;False;6;False;1625.0571643129927
19;uni;False;False;6;True;1634.187355443508
19;uni;False;False;7;False;1625.0571643129927
19;uni;False;False;7;True;1634.187355443508
19;uni;False;True;0;False;1493.7199149986952
19;uni;False;True;0;True;1502.8501061292106
19;uni;False;True;1;False;1455.0220524363924
19;uni;False;True;1;True;1464.1522435669078
19;uni;False;True;2;False;1459.168199631295
19;uni;False;True;2;True;1468.2983907618104
19;uni;False;True;3;False;1625.0571643129927
19;uni;False;True;3;True;1634.187355443508
19;uni;False;True;4;False;1625.0571643129927
19;uni;False;True;4;True;1634.187355443508
19;uni;False;True;5;False;1625.0571643129927
19;uni;False;True;5;True;1634.187355443508
19;uni;False;True;6;False;1625.0571643129927
19;uni;False;True;6;True;1634.187355443508
19;uni;False;True;7;False;1625.0571643129927
19;uni;False;True;7;True;1634.187355443508
19;uni;True;False;0;False;1050.892831782851
19;uni;True;False;0;True;1183.2977918335948
19;uni;True;False;1;False;951.6601292060069
19;uni;True;False;1;True;1084.0650892567508
19;uni;True;False;2;False;1313.043339135069
19;uni;True;False;2;True;1445.4482991858126
19;uni;True;False;3;False;1071.8139945616924
19;uni;True;False;3;True;1204.2189546124362
19;uni;True;False;4;False;1071.8139945616924
19;uni;True;False;4;True;1204.2189546124362
19;uni;True;False;5;False;1071.8139945616924
19;uni;True;False;5;True;1204.2189546124362
19;uni;True;False;6;False;1071.8139945616924
19;uni;True;False;6;True;1204.2189546124362
19;uni;True;False;7;False;1071.8139945616924
19;uni;True;False;7;True;1204.2189546124362
19;uni;True;True;0;False;1050.892831782851
19;uni;True;True;0;True;1183.2977918335948
19;uni;True;True;1;False;951.6601292060069
19;uni;True;True;1;True;1084.0650892567508
19;uni;True;True;2;False;1313.043339135069
19;uni;True;True;2;True;1445.4482991858126
19;uni;True;True;3;False;1071.8139945616924
19;uni;True;True;3;True;1204.2189546124362
19;uni;True;True;4;False;1071.8139945616924
19;uni;True;True;4;True;1204.2189546124362
19;uni;True;True;5;False;1071.8139945616924
19;uni;True;True;5;True;1204.2189546124362
19;uni;True;True;6;False;1071.8139945616924
19;uni;True;True;6;True;1204.2189546124362
19;uni;True;True;7;False;1071.8139945616924
19;uni;True;True;7;True;1204.2189546124362
20;dec;False;False;0;False;1718.5714987307242
20;dec;False;False;0;True;1731.1832293285747
20;dec;False;False;1;False;1642.9205540366472
20;dec;False;False;1;True;1655.5322846344977
20;dec;False;False;2;False;1570.610889021941
20;dec;False;False;2;True;1583.2226196197914
20;dec;False;False;3;False;1612.1531909059695
20;dec;False;False;3;True;1624.76492150382
20;dec;False;False;4;False;1612.1531909059695
20;dec;False;False;4;True;1624.76492150382
20;dec;False;False;5;False;1612.1531909059695
20;dec;False;False;5;True;1624.76492150382
20;dec;False;False;6;False;1612.1531909059695
20;dec;False;False;6;True;1624.76492150382
20;dec;False;False;7;False;1612.1531909059695
20;dec;False;False;7;True;1624.76492150382
20;dec;False;True;0;False;1718.5714987307242
20;dec;False;True;0;True;1731.1832293285747
20;dec;False;True;1;False;1642.9205540366472
20;dec;False;True;1;True;1655.5322846344977
20;dec;False;True;2;False;1570.610889021941
20;dec;False;True;2;True;1583.2226196197914
20;dec;False;True;3;False;1612.1531909059695
20;dec;False;True;3;True;1624.76492150382
20;dec;False;True;4;False;1612.1531909059695
20;dec;False;True;4;True;1624.76492150382
20;dec;False;True;5;False;1612.1531909059695
20;dec;False;True;5;True;1624.76492150382
20;dec;False;True;6;False;1612.1531909059695
20;dec;False;True;6;True;1624.76492150382
20;dec;False;True;7;False;1612.1531909059695
20;dec;False;True;7;True;1624.76492150382
20;dec;True;False;0;False;1084.1004111893092
20;dec;True;False;0;True;1216.505371240053
20;dec;True;False;1;False;984.867708612465
20;dec;True;False;1;True;1117.2726686632088
20;dec;True;False;2;False;1346.250918541527
20;dec;True;False;2;True;1478.6558785922707
20;dec;True;False;3;False;1105.0215739681505
20;dec;True;False;3;True;1237.4265340188942
20;dec;True;False;4;False;1105.0215739681505
20;dec;True;False;4;True;1237.4265340188942
20;dec;True;False;5;False;1105.0215739681505
20;dec;True;False;5;True;1237.4265340188942
20;dec;True;False;6;False;1105.0215739681505
20;dec;True;False;6;True;1237.4265340188942
20;dec;True;False;7;False;1105.0215739681505
20;dec;True;False;7;True;1237.4265340188942
20;dec;True;True;0;False;1084.1004111893092
20;dec;True;True;0;True;1216.505371240053
20;dec;True;True;1;False;984.867708612465
20;dec;True;True;1;True;1117.2726686632088
20;dec;True;True;2;False;1346.250918541527
20;dec;True;True;2;True;1478.6558785922707
20;dec;True;True;3;False;1105.0215739681505
20;dec;True;True;3;True;1237.4265340188942
20;dec;True;True;4;False;1105.0215739681505
20;dec;True;True;4;True;1237.4265340188942
20;dec;True;True;5;False;1105.0215739681505
20;dec;True;True;5;True;1237.4265340188942
20;dec;True;True;6;False;1105.0215739681505
20;dec;True;True;6;True;1237.4265340188942
20;dec;True;True;7;False;1105.0215739681505
20;dec;True;True;7;True;1237.4265340188942
20;des;False;False;0;False;1403.7654721509075
20;des;False;False;0;True;1572.3864573500289
20;des;False;False;1;False;1469.2256960517018
20;des;False;False;1;True;1637.8466812508232
20;des;False;False;2;False;1510.3093876508822
20;des;False;False;2;True;1678.9303728500036
20;des;False;False;3;False;1696.7469146627725
20;des;False;False;3;True;1865.3678998618939
20;des;False;False;4;False;1696.7469146627725
20;des;False;False;4;True;1865.3678998618939
20;des;False;False;5;False;1696.7469146627725
20;des;False;False;5;True;1865.3678998618939
20;des;False;False;6;False;1696.7469146627725
20;des;False;False;6;True;1865.3678998618939
20;des;False;False;7;False;1696.7469146627725
20;des;False;False;7;True;1865.3678998618939
20;des;False;True;0;False;1403.7654721509075
20;des;False;True;0;True;1572.3864573500289
20;des;False;True;1;False;1469.2256960517018
20;des;False;True;1;True;1637.8466812508232
20;des;False;True;2;False;1510.3093876508822
20;des;False;True;2;True;1678.9303728500036
20;des;False;True;3;False;1696.7469146627725
20;des;False;True;3;True;1865.3678998618939
20;des;False;True;4;False;1696.7469146627725
20;des;False;True;4;True;1865.3678998618939
20;des;False;True;5;False;1696.7469146627725
20;des;False;True;5;True;1865.3678998618939
20;des;False;True;6;False;1696.7469146627725
20;des;False;True;6;True;1865.3678998618939
20;des;False;True;7;False;1696.7469146627725
20;des;False;True;7;True;1865.3678998618939
20;des;True;False;0;False;1084.1004111893092
20;des;True;False;0;True;1216.505371240053
20;des;True;False;1;False;984.867708612465
20;des;True;False;1;True;1117.2726686632088
20;des;True;False;2;False;1346.250918541527
20;des;True;False;2;True;1478.6558785922707
20;des;True;False;3;False;1105.0215739681505
20;des;True;False;3;True;1237.4265340188942
20;des;True;False;4;False;1105.0215739681505
20;des;True;False;4;True;1237.4265340188942
20;des;True;False;5;False;1105.0215739681505
20;des;True;False;5;True;1237.4265340188942
20;des;True;False;6;False;1105.0215739681505
20;des;True;False;6;True;1237.4265340188942
20;des;True;False;7;False;1105.0215739681505
20;des;True;False;7;True;1237.4265340188942
20;des;True;True;0;False;1084.1004111893092
20;des;True;True;0;True;1216.505371240053
20;des;True;True;1;False;984.867708612465
20;des;True;True;1;True;1117.2726686632088
20;des;True;True;2;False;1346.250918541527
20;des;True;True;2;True;1478.6558785922707
20;des;True;True;3;False;1105.0215739681505
20;des;True;True;3;True;1237.4265340188942
20;des;True;True;4;False;1105.0215739681505
20;des;True;True;4;True;1237.4265340188942
20;des;True;True;5;False;1105.0215739681505
20;des;True;True;5;True;1237.4265340188942
20;des;True;True;6;False;1105.0215739681505
20;des;True;True;6;True;1237.4265340188942
20;des;True;True;7;False;1105.0215739681505
20;des;True;True;7;True;1237.4265340188942
20;none;False;False;0;False;1862.004451613484
20;none;False;False;0;True;1969.5695395545308
20;none;False;False;1;False;1675.3713160484272
20;none;False;False;1;True;1782.936403989474
20;none;False;False;2;False;1629.1359166233833
20;none;False;False;2;True;1736.7010045644301
20;none;False;False;3;False;1546.3549089738453
20;none;False;False;3;True;1653.9199969148922
20;none;False;False;4;False;1546.3549089738453
20;none;False;False;4;True;1653.9199969148922
20;none;False;False;5;False;1546.3549089738453
20;none;False;False;5;True;1653.9199969148922
20;none;False;False;6;False;1546.3549089738453
20;none;False;False;6;True;1653.9199969148922
20;none;False;False;7;False;1546.3549089738453
