age;educ;insch;male;nkids;married;cons
19;none;False;True;6;True;17127.49898875536
19;none;False;True;7;False;15996.128222349169
19;none;False;True;7;True;17127.49898875536
19;none;True;False;0;False;13739.584045878242
19;none;True;False;0;True;16174.879512415067
19;none;True;False;1;False;15830.721169358148
19;none;True;False;1;True;18066.114787652343
19;none;True;False;2;False;13384.621118297564
19;none;True;False;2;True;15623.797528492541
19;none;True;False;3;False;10249.06379770478
19;none;True;False;3;True;12370.112710289799
19;none;True;False;4;False;10249.06379770478
19;none;True;False;4;True;12370.112710289799
19;none;True;False;5;False;10249.06379770478
19;none;True;False;5;True;12370.112710289799
19;none;True;False;6;False;10249.06379770478
19;none;True;False;6;True;12370.112710289799
19;none;True;False;7;False;10249.06379770478
19;none;True;False;7;True;12370.112710289799
19;none;True;True;0;False;13751.933791833397
19;none;True;True;0;True;16285.337844332626
19;none;True;True;1;False;15923.091838361477
19;none;True;True;1;True;18279.19206700061
19;none;True;True;2;False;13414.658461369438
19;none;True;True;2;True;15751.636124870958
19;none;True;True;3;False;10217.911235862455
19;none;True;True;3;True;12405.58121770865
19;none;True;True;4;False;10217.911235862455
19;none;True;True;4;True;12405.58121770865
19;none;True;True;5;False;10217.911235862455
19;none;True;True;5;True;12405.58121770865
19;none;True;True;6;False;10217.911235862455
19;none;True;True;6;True;12405.58121770865
19;none;True;True;7;False;10217.911235862455
19;none;True;True;7;True;12405.58121770865
19;uni;False;False;0;False;22108.28602041532
19;uni;False;False;0;True;22466.041425903146
19;uni;False;False;1;False;25939.138078226348
19;uni;False;False;1;True;26062.10740796182
19;uni;False;False;2;False;26508.831706920544
19;uni;False;False;2;True;26655.804986364426
19;uni;False;False;3;False;30210.589355743366
19;uni;False;False;3;True;30130.174598958405
19;uni;False;False;4;False;30210.589355743366
19;uni;False;False;4;True;30130.174598958405
19;uni;False;False;5;False;30210.589355743366
19;uni;False;False;5;True;30130.174598958405
19;uni;False;False;6;False;30210.589355743366
19;uni;False;False;6;True;30130.174598958405
19;uni;False;False;7;False;30210.589355743366
19;uni;False;False;7;True;30130.174598958405
19;uni;False;True;0;False;21416.9152573759
19;uni;False;True;0;True;21840.527232137876
19;uni;False;True;1;False;25374.46115285067
19;uni;False;True;1;True;25585.006797367227
19;uni;False;True;2;False;25913.885015748438
19;uni;False;True;2;True;26149.805369962345
19;uni;False;True;3;False;29741.933693791398
19;uni;False;True;3;True;29767.774746165953
19;uni;False;True;4;False;29741.933693791398
19;uni;False;True;4;True;29767.774746165953
19;uni;False;True;5;False;29741.933693791398
19;uni;False;True;5;True;29767.774746165953
19;uni;False;True;6;False;29741.933693791398
19;uni;False;True;6;True;29767.774746165953
19;uni;False;True;7;False;29741.933693791398
19;uni;False;True;7;True;29767.774746165953
19;uni;True;False;0;False;13739.584045878242
19;uni;True;False;0;True;16174.879512415067
19;uni;True;False;1;False;15830.721169358148
19;uni;True;False;1;True;18066.114787652343
19;uni;True;False;2;False;13384.621118297564
19;uni;True;False;2;True;15623.797528492541
19;uni;True;False;3;False;10249.06379770478
19;uni;True;False;3;True;12370.112710289799
19;uni;True;False;4;False;10249.06379770478
19;uni;True;False;4;True;12370.112710289799
19;uni;True;False;5;False;10249.06379770478
19;uni;True;False;5;True;12370.112710289799
19;uni;True;False;6;False;10249.06379770478
19;uni;True;False;6;True;12370.112710289799
19;uni;True;False;7;False;10249.06379770478
19;uni;True;False;7;True;12370.112710289799
19;uni;True;True;0;False;13751.933791833397
19;uni;True;True;0;True;16285.337844332626
19;uni;True;True;1;False;15923.091838361477
19;uni;True;True;1;True;18279.19206700061
19;uni;True;True;2;False;13414.658461369438
19;uni;True;True;2;True;15751.636124870958
19;uni;True;True;3;False;10217.911235862455
19;uni;True;True;3;True;12405.58121770865
19;uni;True;True;4;False;10217.911235862455
19;uni;True;True;4;True;12405.58121770865
19;uni;True;True;5;False;10217.911235862455
19;uni;True;True;5;True;12405.58121770865
19;uni;True;True;6;False;10217.911235862455
19;uni;True;True;6;True;12405.58121770865
19;uni;True;True;7;False;10217.911235862455
19;uni;True;True;7;True;12405.58121770865
20;dec;False;False;0;False;13219.516175467172
20;dec;False;False;0;True;12128.07865102373
20;dec;False;False;1;False;13437.495067632177
20;dec;False;False;1;True;12337.555495237848
20;dec;False;False;2;False;16854.000154763635
20;dec;False;False;2;True;15519.508049898877
20;dec;False;False;3;False;15999.643763028173
20;dec;False;False;3;True;14719.248346163184
20;dec;False;False;4;False;15999.643763028173
20;dec;False;False;4;True;14719.248346163184
20;dec;False;False;5;False;15999.643763028173
20;dec;False;False;5;True;14719.248346163184
20;dec;False;False;6;False;15999.643763028173
20;dec;False;False;6;True;14719.248346163184
20;dec;False;False;7;False;15999.643763028173
20;dec;False;False;7;True;14719.248346163184
20;dec;False;True;0;False;13957.07060801648
20;dec;False;True;0;True;12807.516147685079
20;dec;False;True;1;False;14180.386111126336
20;dec;False;True;1;True;13022.460534201302
20;dec;False;True;2;False;17753.444298610266
20;dec;False;True;2;True;16351.280593146546
20;dec;False;True;3;False;16863.189430529714
20;dec;False;True;3;True;15517.052547215992
20;dec;False;True;4;False;16863.189430529714
20;dec;False;True;4;True;15517.052547215992
20;dec;False;True;5;False;16863.189430529714
20;dec;False;True;5;True;15517.052547215992
20;dec;False;True;6;False;16863.189430529714
20;dec;False;True;6;True;15517.052547215992
20;dec;False;True;7;False;16863.189430529714
20;dec;False;True;7;True;15517.052547215992
20;dec;True;False;0;False;14062.93612270095
20;dec;True;False;0;True;16510.1062929041
20;dec;True;False;1;False;16166.243416898076
20;dec;True;False;1;True;18398.37961166503
20;dec;True;False;2;False;13691.06081139653
20;dec;True;False;2;True;15937.640105326831
20;dec;True;False;3;False;10509.528636392557
20;dec;True;False;3;True;12649.667032288413
20;dec;True;False;4;False;10509.528636392557
20;dec;True;False;4;True;12649.667032288413
20;dec;True;False;5;False;10509.528636392557
20;dec;True;False;5;True;12649.667032288413
20;dec;True;False;6;False;10509.528636392557
20;dec;True;False;6;True;12649.667032288413
20;dec;True;False;7;False;10509.528636392557
20;dec;True;False;7;True;12649.667032288413
20;dec;True;True;0;False;14081.698589001027
20;dec;True;True;0;True;16630.08388848953
20;dec;True;True;1;False;16267.644250724885
20;dec;True;True;1;True;18623.472356179802
20;dec;True;True;2;False;13727.7540550598
20;dec;True;True;2;True;16075.035344440852
20;dec;True;True;3;False;10482.141532892729
20;dec;True;True;3;True;12691.454761547726
20;dec;True;True;4;False;10482.141532892729
20;dec;True;True;4;True;12691.454761547726
20;dec;True;True;5;False;10482.141532892729
20;dec;True;True;5;True;12691.454761547726
20;dec;True;True;6;False;10482.141532892729
20;dec;True;True;6;True;12691.454761547726
20;dec;True;True;7;False;10482.141532892729
20;dec;True;True;7;True;12691.454761547726
20;des;False;False;0;False;10601.889314593544
20;des;False;False;0;True;11315.425076156578
20;des;False;False;1;False;11544.26194953912
20;des;False;False;1;True;12284.909242993426
20;des;False;False;2;False;12332.24153109124
20;des;False;False;2;True;13049.341590728784
20;des;False;False;3;False;10453.15644390288
20;des;False;False;3;True;11168.083935435929
20;des;False;False;4;False;10453.15644390288
20;des;False;False;4;True;11168.083935435929
20;des;False;False;5;False;10453.15644390288
20;des;False;False;5;True;11168.083935435929
20;des;False;False;6;False;10453.15644390288
20;des;False;False;6;True;11168.083935435929
20;des;False;False;7;False;10453.15644390288
20;des;False;False;7;True;11168.083935435929
20;des;False;True;0;False;10964.564175957603
20;des;False;True;0;True;11679.689236552389
20;des;False;True;1;False;11931.485720217252
20;des;False;True;1;True;12672.217306380651
20;des;False;True;2;False;12730.154129089953
20;des;False;True;2;True;13444.125127123312
20;des;False;True;3;False;10813.153672295422
20;des;False;True;3;True;11530.175040257274
20;des;False;True;4;False;10813.153672295422
20;des;False;True;4;True;11530.175040257274
20;des;False;True;5;False;10813.153672295422
20;des;False;True;5;True;11530.175040257274
20;des;False;True;6;False;10813.153672295422
20;des;False;True;6;True;11530.175040257274
20;des;False;True;7;False;10813.153672295422
20;des;False;True;7;True;11530.175040257274
20;des;True;False;0;False;14062.93612270095
20;des;True;False;0;True;16510.1062929041
20;des;True;False;1;False;16166.243416898076
20;des;True;False;1;True;18398.37961166503
20;des;True;False;2;False;13691.06081139653
20;des;True;False;2;True;15937.640105326831
20;des;True;False;3;False;10509.528636392557
20;des;True;False;3;True;12649.667032288413
20;des;True;False;4;False;10509.528636392557
20;des;True;False;4;True;12649.667032288413
20;des;True;False;5;False;10509.528636392557
20;des;True;False;5;True;12649.667032288413
20;des;True;False;6;False;10509.528636392557
20;des;True;False;6;True;12649.667032288413
20;des;True;False;7;False;10509.528636392557
20;des;True;False;7;True;12649.667032288413
20;des;True;True;0;False;14081.698589001027
20;des;True;True;0;True;16630.08388848953
20;des;True;True;1;False;16267.644250724885
20;des;True;True;1;True;18623.472356179802
20;des;True;True;2;False;13727.7540550598
20;des;True;True;2;True;16075.035344440852
20;des;True;True;3;False;10482.141532892729
20;des;True;True;3;True;12691.454761547726
20;des;True;True;4;False;10482.141532892729
20;des;True;True;4;True;12691.454761547726
20;des;True;True;5;False;10482.141532892729
20;des;True;True;5;True;12691.454761547726
20;des;True;True;6;False;10482.141532892729
20;des;True;True;6;True;12691.454761547726
20;des;True;True;7;False;10482.141532892729
20;des;True;True;7;True;12691.454761547726
20;none;False;False;0;False;12353.094742800276
20;none;False;False;0;True;13618.074604293673
20;none;False;False;1;False;12237.030788274811
20;none;False;False;1;True;13498.689668345289
20;none;False;False;2;False;10626.630681216542
20;none;False;False;2;True;11953.992277089985
20;none;False;False;3;False;15225.467023466412
20;none;False;False;3;True;16425.638747811525
20;none;False;False;4;False;15225.467023466412
20;none;False;False;4;True;16425.638747811525
20;none;False;False;5;False;15225.467023466412
20;none;False;False;5;True;16425.638747811525
20;none;False;False;6;False;15225.467023466412
20;none;False;False;6;True;16425.638747811525
20;none;False;False;7;False;15225.467023466412
20;none;False;False;7;True;16425.638747811525
20;none;False;True;0;False;13527.8193606421
20;none;False;True;0;True;14734.540281873475
20;none;False;True;1;False;13406.17082001139
20;none;False;True;1;True;14611.310417301434
20;none;False;True;2;False;11788.916651698297
20;none;False;True;2;True;13102.680133037244
20;none;False;True;3;False;16443.89939640018
20;none;False;True;3;True;17527.715419719523
20;none;False;True;4;False;16443.89939640018
20;none;False;True;4;True;17527.715419719523
20;none;False;True;5;False;16443.89939640018
20;none;False;True;5;True;17527.715419719523
20;none;False;True;6;False;16443.89939640018
20;none;False;True;6;True;17527.715419719523
20;none;False;True;7;False;16443.89939640018
20;none;False;True;7;True;17527.715419719523
20;none;True;False;0;False;14062.93612270095
20;none;True;False;0;True;16510.1062929041
20;none;True;False;1;False;16166.243416898076
20;none;True;False;1;True;18398.37961166503
20;none;True;False;2;False;13691.06081139653
20;none;True;False;2;True;15937.640105326831
20;none;True;False;3;False;10509.528636392557
20;none;True;False;3;True;12649.667032288413
20;none;True;False;4;False;10509.528636392557
