age;educ;insch;male;nkids;married;earn_c
18;uni;False;False;1;True;23483.90008351387
18;uni;False;False;2;False;14812.005106547196
18;uni;False;False;2;True;19404.503765448604
18;uni;False;False;3;False;14991.071299353402
18;uni;False;False;3;True;19659.971793520715
18;uni;False;False;4;False;14991.071299353402
18;uni;False;False;4;True;19659.971793520715
18;uni;False;False;5;False;14991.071299353402
18;uni;False;False;5;True;19659.971793520715
18;uni;False;False;6;False;14991.071299353402
18;uni;False;False;6;True;19659.971793520715
18;uni;False;False;7;False;14991.071299353402
18;uni;False;False;7;True;19659.971793520715
18;uni;False;True;0;False;35505.29044691061
18;uni;False;True;0;True;43621.49681991483
18;uni;False;True;1;False;32091.545668824856
18;uni;False;True;1;True;40045.164290510285
18;uni;False;True;2;False;26977.437955117144
18;uni;False;True;2;True;34116.9598520905
18;uni;False;True;3;False;27370.01584092853
18;uni;False;True;3;True;34650.23653865584
18;uni;False;True;4;False;27370.01584092853
18;uni;False;True;4;True;34650.23653865584
18;uni;False;True;5;False;27370.01584092853
18;uni;False;True;5;True;34650.23653865584
18;uni;False;True;6;False;27370.01584092853
18;uni;False;True;6;True;34650.23653865584
18;uni;False;True;7;False;27370.01584092853
18;uni;False;True;7;True;34650.23653865584
18;uni;True;False;0;False;11280.281269430596
18;uni;True;False;0;True;14041.691194218414
18;uni;True;False;1;False;14398.875735236647
18;uni;True;False;1;True;17574.175888711434
18;uni;True;False;2;False;13444.809951245745
18;uni;True;False;2;True;16489.697686084965
18;uni;True;False;3;False;15813.027298442637
18;uni;True;False;3;True;19448.00500418653
18;uni;True;False;4;False;15813.027298442637
18;uni;True;False;4;True;19448.00500418653
18;uni;True;False;5;False;15813.027298442637
18;uni;True;False;5;True;19448.00500418653
18;uni;True;False;6;False;15813.027298442637
18;uni;True;False;6;True;19448.00500418653
18;uni;True;False;7;False;15813.027298442637
18;uni;True;False;7;True;19448.00500418653
18;uni;True;True;0;False;17735.821154537683
18;uni;True;True;0;True;21325.942010973344
18;uni;True;True;1;False;21808.68283086374
18;uni;True;True;1;True;25711.845844722644
18;uni;True;True;2;False;20552.402997060934
18;uni;True;True;2;True;24348.828300434907
18;uni;True;True;3;False;24299.868147848374
18;uni;True;True;3;True;28868.311853921725
18;uni;True;True;4;False;24299.868147848374
18;uni;True;True;4;True;28868.311853921725
18;uni;True;True;5;False;24299.868147848374
18;uni;True;True;5;True;28868.311853921725
18;uni;True;True;6;False;24299.868147848374
18;uni;True;True;6;True;28868.311853921725
18;uni;True;True;7;False;24299.868147848374
18;uni;True;True;7;True;28868.311853921725
19;dec;False;False;0;False;25681.20268407328
19;dec;False;False;0;True;27031.225812947854
19;dec;False;False;1;False;25922.785896683054
19;dec;False;False;1;True;27304.63162651567
19;dec;False;False;2;False;24366.35161149422
19;dec;False;False;2;True;25666.65327667176
19;dec;False;False;3;False;23523.17368780585
19;dec;False;False;3;True;24797.99498067816
19;dec;False;False;4;False;23523.17368780585
19;dec;False;False;4;True;24797.99498067816
19;dec;False;False;5;False;23523.17368780585
19;dec;False;False;5;True;24797.99498067816
19;dec;False;False;6;False;23523.17368780585
19;dec;False;False;6;True;24797.99498067816
19;dec;False;False;7;False;23523.17368780585
19;dec;False;False;7;True;24797.99498067816
19;dec;False;True;0;False;39355.68323768221
19;dec;False;True;0;True;41269.53088860991
19;dec;False;True;1;False;40433.98489487136
19;dec;False;True;1;True;42429.98586709748
19;dec;False;True;2;False;38059.47704061121
19;dec;False;True;2;True;39940.47700612366
19;dec;False;True;3;False;37479.20729912843
19;dec;False;True;3;True;39362.50629073795
19;dec;False;True;4;False;37479.20729912843
19;dec;False;True;4;True;39362.50629073795
19;dec;False;True;5;False;37479.20729912843
19;dec;False;True;5;True;39362.50629073795
19;dec;False;True;6;False;37479.20729912843
19;dec;False;True;6;True;39362.50629073795
19;dec;False;True;7;False;37479.20729912843
19;dec;False;True;7;True;39362.50629073795
19;dec;True;False;0;False;12343.891349064517
19;dec;True;False;0;True;15254.365913171547
19;dec;True;False;1;False;15633.4192757382
19;dec;True;False;1;True;18942.746212627124
19;dec;True;False;2;False;14625.850938753294
19;dec;True;False;2;True;17808.270723151516
19;dec;True;False;3;False;17221.07533395766
19;dec;True;False;3;True;21026.301320412193
19;dec;True;False;4;False;17221.07533395766
19;dec;True;False;4;True;21026.301320412193
19;dec;True;False;5;False;17221.07533395766
19;dec;True;False;5;True;21026.301320412193
19;dec;True;False;6;False;17221.07533395766
19;dec;True;False;6;True;21026.301320412193
19;dec;True;False;7;False;17221.07533395766
19;dec;True;False;7;True;21026.301320412193
19;dec;True;True;0;False;19142.201694107964
19;dec;True;True;0;True;22850.272913153683
19;dec;True;True;1;False;23354.106359705722
19;dec;True;True;1;True;27334.406786407533
19;dec;True;True;2;False;22051.468074681292
19;dec;True;True;2;True;25935.555140363387
19;dec;True;True;3;False;26101.02655423757
19;dec;True;True;3;True;30783.474731869526
19;dec;True;True;4;False;26101.02655423757
19;dec;True;True;4;True;30783.474731869526
19;dec;True;True;5;False;26101.02655423757
19;dec;True;True;5;True;30783.474731869526
19;dec;True;True;6;False;26101.02655423757
19;dec;True;True;6;True;30783.474731869526
19;dec;True;True;7;False;26101.02655423757
19;dec;True;True;7;True;30783.474731869526
19;des;False;False;0;False;10951.380778487173
19;des;False;False;0;True;13254.894574101796
19;des;False;False;1;False;11732.221757694626
19;des;False;False;1;True;14190.48457379979
19;des;False;False;2;False;12362.488798751618
19;des;False;False;2;True;14941.65274189788
19;des;False;False;3;False;7748.790524311414
19;des;False;False;3;True;9602.186258916088
19;des;False;False;4;False;7748.790524311414
19;des;False;False;4;True;9602.186258916088
19;des;False;False;5;False;7748.790524311414
19;des;False;False;5;True;9602.186258916088
19;des;False;False;6;False;7748.790524311414
19;des;False;False;6;True;9602.186258916088
19;des;False;False;7;False;7748.790524311414
19;des;False;False;7;True;9602.186258916088
19;des;False;True;0;False;21886.426861356744
19;des;False;True;0;True;25393.616096772148
19;des;False;True;1;False;23386.542446592106
19;des;False;True;1;True;27115.977674543
19;des;False;True;2;False;24572.03186788708
19;des;False;True;2;True;28469.253773935718
19;des;False;True;3;False;16958.72208605244
19;des;False;True;3;True;20145.20145083434
19;des;False;True;4;False;16958.72208605244
19;des;False;True;4;True;20145.20145083434
19;des;False;True;5;False;16958.72208605244
19;des;False;True;5;True;20145.20145083434
19;des;False;True;6;False;16958.72208605244
19;des;False;True;6;True;20145.20145083434
19;des;False;True;7;False;16958.72208605244
19;des;False;True;7;True;20145.20145083434
19;des;True;False;0;False;12343.891349064517
19;des;True;False;0;True;15254.365913171547
19;des;True;False;1;False;15633.4192757382
19;des;True;False;1;True;18942.746212627124
19;des;True;False;2;False;14625.850938753294
19;des;True;False;2;True;17808.270723151516
19;des;True;False;3;False;17221.07533395766
19;des;True;False;3;True;21026.301320412193
19;des;True;False;4;False;17221.07533395766
19;des;True;False;4;True;21026.301320412193
19;des;True;False;5;False;17221.07533395766
19;des;True;False;5;True;21026.301320412193
19;des;True;False;6;False;17221.07533395766
19;des;True;False;6;True;21026.301320412193
19;des;True;False;7;False;17221.07533395766
19;des;True;False;7;True;21026.301320412193
19;des;True;True;0;False;19142.201694107964
19;des;True;True;0;True;22850.272913153683
19;des;True;True;1;False;23354.106359705722
19;des;True;True;1;True;27334.406786407533
19;des;True;True;2;False;22051.468074681292
19;des;True;True;2;True;25935.555140363387
19;des;True;True;3;False;26101.02655423757
19;des;True;True;3;True;30783.474731869526
19;des;True;True;4;False;26101.02655423757
19;des;True;True;4;True;30783.474731869526
19;des;True;True;5;False;26101.02655423757
19;des;True;True;5;True;30783.474731869526
19;des;True;True;6;False;26101.02655423757
19;des;True;True;6;True;30783.474731869526
19;des;True;True;7;False;26101.02655423757
19;des;True;True;7;True;30783.474731869526
19;none;False;False;0;False;15121.109911614754
19;none;False;False;0;True;17652.552934884203
19;none;False;False;1;False;12776.40750018826
19;none;False;False;1;True;15105.259156426302
19;none;False;False;2;False;13475.716438202284
19;none;False;False;2;True;15936.462249803506
19;none;False;False;3;False;11032.70758040475
19;none;False;False;3;True;13177.843176140661
19;none;False;False;4;False;11032.70758040475
19;none;False;False;4;True;13177.843176140661
19;none;False;False;5;False;11032.70758040475
19;none;False;False;5;True;13177.843176140661
19;none;False;False;6;False;11032.70758040475
19;none;False;False;6;True;13177.843176140661
19;none;False;False;7;False;11032.70758040475
19;none;False;False;7;True;13177.843176140661
19;none;False;True;0;False;28113.484475622277
19;none;False;True;0;True;31729.273748922795
19;none;False;True;1;False;25135.318076483592
19;none;False;True;1;True;28729.324426668954
19;none;False;True;2;False;26543.992940154913
19;none;False;True;2;True;30347.848702455543
19;none;False;True;3;False;22719.58617651951
19;none;False;True;3;True;26235.191987839236
19;none;False;True;4;False;22719.58617651951
19;none;False;True;4;True;26235.191987839236
19;none;False;True;5;False;22719.58617651951
19;none;False;True;5;True;26235.191987839236
19;none;False;True;6;False;22719.58617651951
19;none;False;True;6;True;26235.191987839236
19;none;False;True;7;False;22719.58617651951
19;none;False;True;7;True;26235.191987839236
19;none;True;False;0;False;12343.891349064517
19;none;True;False;0;True;15254.365913171547
19;none;True;False;1;False;15633.4192757382
19;none;True;False;1;True;18942.746212627124
19;none;True;False;2;False;14625.850938753294
19;none;True;False;2;True;17808.270723151516
19;none;True;False;3;False;17221.07533395766
19;none;True;False;3;True;21026.301320412193
19;none;True;False;4;False;17221.07533395766
19;none;True;False;4;True;21026.301320412193
19;none;True;False;5;False;17221.07533395766
19;none;True;False;5;True;21026.301320412193
19;none;True;False;6;False;17221.07533395766
19;none;True;False;6;True;21026.301320412193
19;none;True;False;7;False;17221.07533395766
19;none;True;False;7;True;21026.301320412193
19;none;True;True;0;False;19142.201694107964
19;none;True;True;0;True;22850.272913153683
19;none;True;True;1;False;23354.106359705722
19;none;True;True;1;True;27334.406786407533
19;none;True;True;2;False;22051.468074681292
19;none;True;True;2;True;25935.555140363387
19;none;True;True;3;False;26101.02655423757
19;none;True;True;3;True;30783.474731869526
19;none;True;True;4;False;26101.02655423757
19;none;True;True;4;True;30783.474731869526
19;none;True;True;5;False;26101.02655423757
19;none;True;True;5;True;30783.474731869526
19;none;True;True;6;False;26101.02655423757
19;none;True;True;6;True;30783.474731869526
19;none;True;True;7;False;26101.02655423757
19;none;True;True;7;True;30783.474731869526
19;uni;False;False;0;False;22991.18797420617
19;uni;False;False;0;True;29038.466034304274
19;uni;False;False;1;False;20209.615696478184
19;uni;False;False;1;True;25925.2088874926
19;uni;False;False;2;False;16586.511584180706
19;uni;False;False;2;True;21564.00594964068
19;uni;False;False;3;False;16795.859704184906
19;uni;False;False;3;True;21859.396002969086
19;uni;False;False;4;False;16795.859704184906
19;uni;False;False;4;True;21859.396002969086
19;uni;False;False;5;False;16795.859704184906
19;uni;False;False;5;True;21859.396002969086
19;uni;False;False;6;False;16795.859704184906
19;uni;False;False;6;True;21859.396002969086
19;uni;False;False;7;False;16795.859704184906
19;uni;False;False;7;True;21859.396002969086
19;uni;False;True;0;False;38515.78254627794
19;uni;False;True;0;True;46960.4142169065
19;uni;False;True;1;False;35081.41807036468
19;uni;False;True;1;True;43443.24761586404
19;uni;False;True;2;False;29686.70994025508
19;uni;False;True;2;True;37257.81568889232
19;uni;False;True;3;False;30134.55487990556
19;uni;False;True;3;True;37860.089346275025
19;uni;False;True;4;False;30134.55487990556
19;uni;False;True;4;True;37860.089346275025
19;uni;False;True;5;False;30134.55487990556
19;uni;False;True;5;True;37860.089346275025
19;uni;False;True;6;False;30134.55487990556
19;uni;False;True;6;True;37860.089346275025
19;uni;False;True;7;False;30134.55487990556
19;uni;False;True;7;True;37860.089346275025
19;uni;True;False;0;False;12343.891349064517
19;uni;True;False;0;True;15254.365913171547
19;uni;True;False;1;False;15633.4192757382
19;uni;True;False;1;True;18942.746212627124
19;uni;True;False;2;False;14625.850938753294
19;uni;True;False;2;True;17808.270723151516
19;uni;True;False;3;False;17221.07533395766
19;uni;True;False;3;True;21026.301320412193
19;uni;True;False;4;False;17221.07533395766
19;uni;True;False;4;True;21026.301320412193
19;uni;True;False;5;False;17221.07533395766
19;uni;True;False;5;True;21026.301320412193
19;uni;True;False;6;False;17221.07533395766
19;uni;True;False;6;True;21026.301320412193
19;uni;True;False;7;False;17221.07533395766
19;uni;True;False;7;True;21026.301320412193
19;uni;True;True;0;False;19142.201694107964
19;uni;True;True;0;True;22850.272913153683
19;uni;True;True;1;False;23354.106359705722
19;uni;True;True;1;True;27334.406786407533
19;uni;True;True;2;False;22051.468074681292
19;uni;True;True;2;True;25935.555140363387
19;uni;True;True;3;False;26101.02655423757
19;uni;True;True;3;True;30783.474731869526
19;uni;True;True;4;False;26101.02655423757
19;uni;True;True;4;True;30783.474731869526
19;uni;True;True;5;False;26101.02655423757
19;uni;True;True;5;True;30783.474731869526
19;uni;True;True;6;False;26101.02655423757
19;uni;True;True;6;True;30783.474731869526
19;uni;True;True;7;False;26101.02655423757
19;uni;True;True;7;True;30783.474731869526
20;dec;False;False;0;False;26848.04677790962
20;dec;False;False;0;True;28247.942594137512
20;dec;False;False;1;False;27152.482934666925
20;dec;False;False;1;True;28588.274421748276
20;dec;False;False;2;False;25526.08055752486
20;dec;False;False;2;True;26877.360506319772
20;dec;False;False;3;False;24695.78585527381
20;dec;False;False;3;True;26023.59234112075
20;dec;False;False;4;False;24695.78585527381
20;dec;False;False;4;True;26023.59234112075
20;dec;False;False;5;False;24695.78585527381
20;dec;False;False;5;True;26023.59234112075
20;dec;False;False;6;False;24695.78585527381
20;dec;False;False;6;True;26023.59234112075
20;dec;False;False;7;False;24695.78585527381
20;dec;False;False;7;True;26023.59234112075
20;dec;False;True;0;False;40724.90701001536
20;dec;False;True;0;True;42688.011140969626
20;dec;False;True;1;False;41920.816080852346
20;dec;False;True;1;True;43972.36408383494
20;dec;False;True;2;False;39464.96779003577
20;dec;False;True;2;True;41398.62601646844
20;dec;False;True;3;False;38946.877058086015
20;dec;False;True;3;True;40887.32797647009
20;dec;False;True;4;False;38946.877058086015
20;dec;False;True;4;True;40887.32797647009
20;dec;False;True;5;False;38946.877058086015
20;dec;False;True;5;True;40887.32797647009
20;dec;False;True;6;False;38946.877058086015
20;dec;False;True;6;True;40887.32797647009
20;dec;False;True;7;False;38946.877058086015
20;dec;False;True;7;True;40887.32797647009
20;dec;True;False;0;False;13468.72936677036
20;dec;True;False;0;True;16523.851231690212
20;dec;True;False;1;False;16924.729711169253
20;dec;True;False;1;True;20358.852100196345
20;dec;True;False;2;False;15864.631639980758
20;dec;True;False;2;True;19176.66931728088
20;dec;True;False;3;False;18700.270425282873
20;dec;True;False;3;True;22666.94989134214
20;dec;True;False;4;False;18700.270425282873
20;dec;True;False;4;True;22666.94989134214
20;dec;True;False;5;False;18700.270425282873
20;dec;True;False;5;True;22666.94989134214
20;dec;True;False;6;False;18700.270425282873
20;dec;True;False;6;True;22666.94989134214
20;dec;True;False;7;False;18700.270425282873
20;dec;True;False;7;True;22666.94989134214
20;dec;True;True;0;False;20600.36187837488
20;dec;True;True;0;True;24412.762910412963
20;dec;True;True;1;False;24936.726694816232
20;dec;True;True;1;True;28975.33229929523
20;dec;True;True;2;False;23591.458061059555
20;dec;True;True;2;True;27545.800888712354
20;dec;True;True;3;False;27954.62265582041
20;dec;True;True;3;True;32730.773300258526
20;dec;True;True;4;False;27954.62265582041
20;dec;True;True;4;True;32730.773300258526
20;dec;True;True;5;False;27954.62265582041
20;dec;True;True;5;True;32730.773300258526
20;dec;True;True;6;False;27954.62265582041
20;dec;True;True;6;True;32730.773300258526
20;dec;True;True;7;False;27954.62265582041
20;dec;True;True;7;True;32730.773300258526
20;des;False;False;0;False;12080.306174096339
20;des;False;False;0;True;14540.999658520164
20;des;False;False;1;False;12937.293066685612
20;des;False;False;1;True;15562.139476792992
20;des;False;False;2;False;13627.18572730241
20;des;False;False;2;True;16379.771053414737
20;des;False;False;3;False;8649.315283785403
20;des;False;False;3;True;10659.25515064956
20;des;False;False;4;False;8649.315283785403
20;des;False;False;4;True;10659.25515064956
20;des;False;False;5;False;8649.315283785403
20;des;False;False;5;True;10659.25515064956
20;des;False;False;6;False;8649.315283785403
20;des;False;False;6;True;10659.25515064956
20;des;False;False;7;False;8649.315283785403
20;des;False;False;7;True;10659.25515064956
20;des;False;True;0;False;23635.31437951103
20;des;False;True;0;True;27272.188637021187
20;des;False;True;1;False;25246.81676309893
20;des;False;True;1;True;29112.18492576482
20;des;False;True;2;False;26516.658162101954
20;des;False;True;2;True;30553.623891810556
20;des;False;True;3;False;18531.833385969017
20;des;False;True;3;True;21893.026507525476
20;des;False;True;4;False;18531.833385969017
20;des;False;True;4;True;21893.026507525476
20;des;False;True;5;False;18531.833385969017
20;des;False;True;5;True;21893.026507525476
20;des;False;True;6;False;18531.833385969017
20;des;False;True;6;True;21893.026507525476
20;des;False;True;7;False;18531.833385969017
20;des;False;True;7;True;21893.026507525476
20;des;True;False;0;False;13468.72936677036
20;des;True;False;0;True;16523.851231690212
20;des;True;False;1;False;16924.729711169253
20;des;True;False;1;True;20358.852100196345
20;des;True;False;2;False;15864.631639980758
20;des;True;False;2;True;19176.66931728088
20;des;True;False;3;False;18700.270425282873
20;des;True;False;3;True;22666.94989134214
20;des;True;False;4;False;18700.270425282873
20;des;True;False;4;True;22666.94989134214
20;des;True;False;5;False;18700.270425282873
20;des;True;False;5;True;22666.94989134214
20;des;True;False;6;False;18700.270425282873
20;des;True;False;6;True;22666.94989134214
20;des;True;False;7;False;18700.270425282873
20;des;True;False;7;True;22666.94989134214
20;des;True;True;0;False;20600.36187837488
20;des;True;True;0;True;24412.762910412963
20;des;True;True;1;False;24936.726694816232
20;des;True;True;1;True;28975.33229929523
20;des;True;True;2;False;23591.458061059555
20;des;True;True;2;True;27545.800888712354
20;des;True;True;3;False;27954.62265582041
20;des;True;True;3;True;32730.773300258526
20;des;True;True;4;False;27954.62265582041
20;des;True;True;4;True;32730.773300258526
20;des;True;True;5;False;27954.62265582041
20;des;True;True;5;True;32730.773300258526
20;des;True;True;6;False;27954.62265582041
20;des;True;True;6;True;32730.773300258526
20;des;True;True;7;False;27954.62265582041
20;des;True;True;7;True;32730.773300258526
20;none;False;False;0;False;16246.476274380251
20;none;False;False;0;True;18881.216678020763
20;none;False;False;1;False;13830.888757907847
20;none;False;False;1;True;16278.577713062896
20;none;False;False;2;False;14590.322195452976
20;none;False;False;2;True;17177.18053429119
20;none;False;False;3;False;12016.10290450415
20;none;False;False;3;True;14288.045006864826
20;none;False;False;4;False;12016.10290450415
20;none;False;False;4;True;14288.045006864826
20;none;False;False;5;False;12016.10290450415
20;none;False;False;5;True;14288.045006864826
20;none;False;False;6;False;12016.10290450415
20;none;False;False;6;True;14288.045006864826
20;none;False;False;7;False;12016.10290450415
20;none;False;False;7;True;14288.045006864826
20;none;False;True;0;False;29605.15508827489
20;none;False;True;0;True;33262.87153800388
20;none;False;True;1;False;26668.76299759897
20;none;False;True;1;True;30345.258628985364
20;none;False;True;2;False;28168.02678581841
20;none;False;True;2;True;32060.111270071968
20;none;False;True;3;False;24252.644531173002
20;none;False;True;3;True;27879.814163133382
20;none;False;True;4;False;24252.644531173002
20;none;False;True;4;True;27879.814163133382
20;none;False;True;5;False;24252.644531173002
20;none;False;True;5;True;27879.814163133382
20;none;False;True;6;False;24252.644531173002
20;none;False;True;6;True;27879.814163133382
20;none;False;True;7;False;24252.644531173002
20;none;False;True;7;True;27879.814163133382
20;none;True;False;0;False;13468.72936677036
20;none;True;False;0;True;16523.851231690212
20;none;True;False;1;False;16924.729711169253
20;none;True;False;1;True;20358.852100196345
20;none;True;False;2;False;15864.631639980758
20;none;True;False;2;True;19176.66931728088
20;none;True;False;3;False;18700.270425282873
20;none;True;False;3;True;22666.94989134214
