age;male;Drugs;Hospitals;Other Institutions;Other Professionals;Physicians;Total
100;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
100;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
101;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
101;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
102;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
102;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
103;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
103;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
104;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
104;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
105;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
105;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
106;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
106;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
107;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
107;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
108;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
108;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
109;False;927.678825460959;9326.655842441345;23347.23847343002;0.0;2482.193800517144;36083.76694184947
109;True;994.3969125249379;11622.818168239703;16363.018693031587;0.0;2765.140130033067;31745.3739038293
