age;educ;insch;male;nkids;married;cons_taxes
18;dec;True;True;2;False;0.12078326341930161
18;dec;True;True;2;True;0.12078326341930161
18;dec;True;True;3;False;0.12078326341930161
18;dec;True;True;3;True;0.12078326341930161
18;dec;True;True;4;False;0.12078326341930161
18;dec;True;True;4;True;0.12078326341930161
18;dec;True;True;5;False;0.12078326341930161
18;dec;True;True;5;True;0.12078326341930161
18;dec;True;True;6;False;0.12078326341930161
18;dec;True;True;6;True;0.12078326341930161
18;dec;True;True;7;False;0.12078326341930161
18;dec;True;True;7;True;0.12078326341930161
18;des;False;False;0;False;0.13086998654803317
18;des;False;False;0;True;0.1289303088236555
18;des;False;False;1;False;0.12947733347876836
18;des;False;False;1;True;0.12754238591927636
18;des;False;False;2;False;0.1407075646386494
18;des;False;False;2;True;0.13834424104443085
18;des;False;False;3;False;0.1499188608643584
18;des;False;False;3;True;0.14723007497124094
18;des;False;False;4;False;0.1499188608643584
18;des;False;False;4;True;0.14723007497124094
18;des;False;False;5;False;0.1499188608643584
18;des;False;False;5;True;0.14723007497124094
18;des;False;False;6;False;0.1499188608643584
18;des;False;False;6;True;0.14723007497124094
18;des;False;False;7;False;0.1499188608643584
18;des;False;False;7;True;0.14723007497124094
18;des;False;True;0;False;0.12753297553639323
18;des;False;True;0;True;0.12573524306175923
18;des;False;True;1;False;0.12619902565544294
18;des;False;True;1;True;0.12440457735207625
18;des;False;True;2;False;0.1375256412498896
18;des;False;True;2;True;0.13531529398687359
18;des;False;True;3;False;0.14677908510722232
18;des;False;True;3;True;0.14425271769478087
18;des;False;True;4;False;0.14677908510722232
18;des;False;True;4;True;0.14425271769478087
18;des;False;True;5;False;0.14677908510722232
18;des;False;True;5;True;0.14425271769478087
18;des;False;True;6;False;0.14677908510722232
18;des;False;True;6;True;0.14425271769478087
18;des;False;True;7;False;0.14677908510722232
18;des;False;True;7;True;0.14425271769478087
18;des;True;False;0;False;0.12488871185838046
18;des;True;False;0;True;0.12488871185838046
18;des;True;False;1;False;0.12488871185838046
18;des;True;False;1;True;0.12488871185838046
18;des;True;False;2;False;0.12488871185838046
18;des;True;False;2;True;0.12488871185838046
18;des;True;False;3;False;0.12488871185838046
18;des;True;False;3;True;0.12488871185838046
18;des;True;False;4;False;0.12488871185838046
18;des;True;False;4;True;0.12488871185838046
18;des;True;False;5;False;0.12488871185838046
18;des;True;False;5;True;0.12488871185838046
18;des;True;False;6;False;0.12488871185838046
18;des;True;False;6;True;0.12488871185838046
18;des;True;False;7;False;0.12488871185838046
18;des;True;False;7;True;0.12488871185838046
18;des;True;True;0;False;0.12078326341930161
18;des;True;True;0;True;0.12078326341930161
18;des;True;True;1;False;0.12078326341930161
18;des;True;True;1;True;0.12078326341930161
18;des;True;True;2;False;0.12078326341930161
18;des;True;True;2;True;0.12078326341930161
18;des;True;True;3;False;0.12078326341930161
18;des;True;True;3;True;0.12078326341930161
18;des;True;True;4;False;0.12078326341930161
18;des;True;True;4;True;0.12078326341930161
18;des;True;True;5;False;0.12078326341930161
18;des;True;True;5;True;0.12078326341930161
18;des;True;True;6;False;0.12078326341930161
18;des;True;True;6;True;0.12078326341930161
18;des;True;True;7;False;0.12078326341930161
18;des;True;True;7;True;0.12078326341930161
18;none;False;False;0;False;0.10201296377499881
18;none;False;False;0;True;0.1121090457973052
18;none;False;False;1;False;0.1199342833689512
18;none;False;False;1;True;0.12954191101999937
18;none;False;False;2;False;0.14070827340448128
18;none;False;False;2;True;0.15026514545472222
18;none;False;False;3;False;0.12411369343350626
18;none;False;False;3;True;0.1337897374476755
18;none;False;False;4;False;0.12411369343350626
18;none;False;False;4;True;0.1337897374476755
18;none;False;False;5;False;0.12411369343350626
18;none;False;False;5;True;0.1337897374476755
18;none;False;False;6;False;0.12411369343350626
18;none;False;False;6;True;0.1337897374476755
18;none;False;False;7;False;0.12411369343350626
18;none;False;False;7;True;0.1337897374476755
18;none;False;True;0;False;0.10435022180509172
18;none;False;True;0;True;0.1144698767633063
18;none;False;True;1;False;0.12230191270839931
18;none;False;True;1;True;0.13185990303556328
18;none;False;True;2;False;0.14319433709431276
18;none;False;True;2;True;0.15264304229373082
18;none;False;True;3;False;0.12651869613591626
18;none;False;True;3;True;0.1361351759962834
18;none;False;True;4;False;0.12651869613591626
18;none;False;True;4;True;0.1361351759962834
18;none;False;True;5;False;0.12651869613591626
18;none;False;True;5;True;0.1361351759962834
18;none;False;True;6;False;0.12651869613591626
18;none;False;True;6;True;0.1361351759962834
18;none;False;True;7;False;0.12651869613591626
18;none;False;True;7;True;0.1361351759962834
18;none;True;False;0;False;0.12488871185838046
18;none;True;False;0;True;0.12488871185838046
18;none;True;False;1;False;0.12488871185838046
18;none;True;False;1;True;0.12488871185838046
18;none;True;False;2;False;0.12488871185838046
18;none;True;False;2;True;0.12488871185838046
18;none;True;False;3;False;0.12488871185838046
18;none;True;False;3;True;0.12488871185838046
18;none;True;False;4;False;0.12488871185838046
18;none;True;False;4;True;0.12488871185838046
18;none;True;False;5;False;0.12488871185838046
18;none;True;False;5;True;0.12488871185838046
18;none;True;False;6;False;0.12488871185838046
18;none;True;False;6;True;0.12488871185838046
18;none;True;False;7;False;0.12488871185838046
18;none;True;False;7;True;0.12488871185838046
18;none;True;True;0;False;0.12078326341930161
18;none;True;True;0;True;0.12078326341930161
18;none;True;True;1;False;0.12078326341930161
18;none;True;True;1;True;0.12078326341930161
18;none;True;True;2;False;0.12078326341930161
18;none;True;True;2;True;0.12078326341930161
18;none;True;True;3;False;0.12078326341930161
18;none;True;True;3;True;0.12078326341930161
18;none;True;True;4;False;0.12078326341930161
18;none;True;True;4;True;0.12078326341930161
18;none;True;True;5;False;0.12078326341930161
18;none;True;True;5;True;0.12078326341930161
18;none;True;True;6;False;0.12078326341930161
18;none;True;True;6;True;0.12078326341930161
18;none;True;True;7;False;0.12078326341930161
18;none;True;True;7;True;0.12078326341930161
18;uni;False;False;0;False;0.12250546402845315
18;uni;False;False;0;True;0.1272400848654172
18;uni;False;False;1;False;0.11875287284953148
18;uni;False;False;1;True;0.12350101931299347
18;uni;False;False;2;False;0.1213374714478423
18;uni;False;False;2;True;0.1260607377786525
18;uni;False;False;3;False;0.11792908943775193
18;uni;False;False;3;True;0.1226517191556768
18;uni;False;False;4;False;0.11792908943775193
18;uni;False;False;4;True;0.1226517191556768
18;uni;False;False;5;False;0.11792908943775193
18;uni;False;False;5;True;0.1226517191556768
18;uni;False;False;6;False;0.11792908943775193
18;uni;False;False;6;True;0.1226517191556768
18;uni;False;False;7;False;0.11792908943775193
18;uni;False;False;7;True;0.1226517191556768
18;uni;False;True;0;False;0.12392488472410305
18;uni;False;True;0;True;0.1286924763736963
18;uni;False;True;1;False;0.1201357086420585
18;uni;False;True;1;True;0.1249179002721438
18;uni;False;True;2;False;0.1227448290042783
18;uni;False;True;2;True;0.12750119441317398
18;uni;False;True;3;False;0.11930265505178925
18;uni;False;True;3;True;0.12405919176174195
18;uni;False;True;4;False;0.11930265505178925
18;uni;False;True;4;True;0.12405919176174195
18;uni;False;True;5;False;0.11930265505178925
18;uni;False;True;5;True;0.12405919176174195
18;uni;False;True;6;False;0.11930265505178925
18;uni;False;True;6;True;0.12405919176174195
18;uni;False;True;7;False;0.11930265505178925
18;uni;False;True;7;True;0.12405919176174195
18;uni;True;False;0;False;0.12488871185838046
18;uni;True;False;0;True;0.12488871185838046
18;uni;True;False;1;False;0.12488871185838046
18;uni;True;False;1;True;0.12488871185838046
18;uni;True;False;2;False;0.12488871185838046
18;uni;True;False;2;True;0.12488871185838046
18;uni;True;False;3;False;0.12488871185838046
18;uni;True;False;3;True;0.12488871185838046
18;uni;True;False;4;False;0.12488871185838046
18;uni;True;False;4;True;0.12488871185838046
18;uni;True;False;5;False;0.12488871185838046
18;uni;True;False;5;True;0.12488871185838046
18;uni;True;False;6;False;0.12488871185838046
18;uni;True;False;6;True;0.12488871185838046
18;uni;True;False;7;False;0.12488871185838046
18;uni;True;False;7;True;0.12488871185838046
18;uni;True;True;0;False;0.12078326341930161
18;uni;True;True;0;True;0.12078326341930161
18;uni;True;True;1;False;0.12078326341930161
18;uni;True;True;1;True;0.12078326341930161
18;uni;True;True;2;False;0.12078326341930161
18;uni;True;True;2;True;0.12078326341930161
18;uni;True;True;3;False;0.12078326341930161
18;uni;True;True;3;True;0.12078326341930161
18;uni;True;True;4;False;0.12078326341930161
18;uni;True;True;4;True;0.12078326341930161
18;uni;True;True;5;False;0.12078326341930161
18;uni;True;True;5;True;0.12078326341930161
18;uni;True;True;6;False;0.12078326341930161
18;uni;True;True;6;True;0.12078326341930161
18;uni;True;True;7;False;0.12078326341930161
18;uni;True;True;7;True;0.12078326341930161
19;dec;False;False;0;False;0.1298827550038768
19;dec;False;False;0;True;0.12691075509205743
19;dec;False;False;1;False;0.1329997986277297
19;dec;False;False;1;True;0.1299010025462234
19;dec;False;False;2;False;0.13841672935257032
19;dec;False;False;2;True;0.13513795078880708
19;dec;False;False;3;False;0.1392038659248896
19;dec;False;False;3;True;0.1358868176255743
19;dec;False;False;4;False;0.1392038659248896
19;dec;False;False;4;True;0.1358868176255743
19;dec;False;False;5;False;0.1392038659248896
19;dec;False;False;5;True;0.1358868176255743
19;dec;False;False;6;False;0.1392038659248896
19;dec;False;False;6;True;0.1358868176255743
19;dec;False;False;7;False;0.1392038659248896
19;dec;False;False;7;True;0.1358868176255743
19;dec;False;True;0;False;0.1319491761398604
19;dec;False;True;0;True;0.12891211576524658
19;dec;False;True;1;False;0.13506008015396662
19;dec;False;True;1;True;0.13189509346120068
19;dec;False;True;2;False;0.14050689896522653
19;dec;False;True;2;True;0.13715969547350856
19;dec;False;True;3;False;0.1412862050423734
19;dec;False;True;3;True;0.1379005215884469
19;dec;False;True;4;False;0.1412862050423734
19;dec;False;True;4;True;0.1379005215884469
19;dec;False;True;5;False;0.1412862050423734
19;dec;False;True;5;True;0.1379005215884469
19;dec;False;True;6;False;0.1412862050423734
19;dec;False;True;6;True;0.1379005215884469
19;dec;False;True;7;False;0.1412862050423734
19;dec;False;True;7;True;0.1379005215884469
19;dec;True;False;0;False;0.12488871185838046
19;dec;True;False;0;True;0.12488871185838046
19;dec;True;False;1;False;0.12488871185838046
19;dec;True;False;1;True;0.12488871185838046
19;dec;True;False;2;False;0.12488871185838046
19;dec;True;False;2;True;0.12488871185838046
19;dec;True;False;3;False;0.12488871185838046
19;dec;True;False;3;True;0.12488871185838046
19;dec;True;False;4;False;0.12488871185838046
19;dec;True;False;4;True;0.12488871185838046
19;dec;True;False;5;False;0.12488871185838046
19;dec;True;False;5;True;0.12488871185838046
19;dec;True;False;6;False;0.12488871185838046
19;dec;True;False;6;True;0.12488871185838046
19;dec;True;False;7;False;0.12488871185838046
19;dec;True;False;7;True;0.12488871185838046
19;dec;True;True;0;False;0.12078326341930161
19;dec;True;True;0;True;0.12078326341930161
19;dec;True;True;1;False;0.12078326341930161
19;dec;True;True;1;True;0.12078326341930161
19;dec;True;True;2;False;0.12078326341930161
19;dec;True;True;2;True;0.12078326341930161
19;dec;True;True;3;False;0.12078326341930161
19;dec;True;True;3;True;0.12078326341930161
19;dec;True;True;4;False;0.12078326341930161
19;dec;True;True;4;True;0.12078326341930161
19;dec;True;True;5;False;0.12078326341930161
19;dec;True;True;5;True;0.12078326341930161
19;dec;True;True;6;False;0.12078326341930161
19;dec;True;True;6;True;0.12078326341930161
19;dec;True;True;7;False;0.12078326341930161
19;dec;True;True;7;True;0.12078326341930161
19;des;False;False;0;False;0.13084709842615708
19;des;False;False;0;True;0.12890581395011097
19;des;False;False;1;False;0.12945420079567704
19;des;False;False;1;True;0.12751767390755314
19;des;False;False;2;False;0.14067442450035608
19;des;False;False;2;True;0.13830956958101145
19;des;False;False;3;False;0.14987830004312738
19;des;False;False;3;True;0.14718801962848707
19;des;False;False;4;False;0.14987830004312738
19;des;False;False;4;True;0.14718801962848707
19;des;False;False;5;False;0.14987830004312738
19;des;False;False;5;True;0.14718801962848707
19;des;False;False;6;False;0.14987830004312738
19;des;False;False;6;True;0.14718801962848707
19;des;False;False;7;False;0.14987830004312738
19;des;False;False;7;True;0.14718801962848707
19;des;False;True;0;False;0.12751350719275384
19;des;False;True;0;True;0.125714151344133
19;des;False;True;1;False;0.12617928516714683
19;des;False;True;1;True;0.12438323984529853
19;des;False;True;2;False;0.13749630873330188
19;des;False;True;2;True;0.13528439063191638
19;des;False;True;3;False;0.14674263761478115
19;des;False;True;3;True;0.14421472044604175
19;des;False;True;4;False;0.14674263761478115
19;des;False;True;4;True;0.14421472044604175
19;des;False;True;5;False;0.14674263761478115
19;des;False;True;5;True;0.14421472044604175
19;des;False;True;6;False;0.14674263761478115
19;des;False;True;6;True;0.14421472044604175
19;des;False;True;7;False;0.14674263761478115
19;des;False;True;7;True;0.14421472044604175
19;des;True;False;0;False;0.12488871185838046
19;des;True;False;0;True;0.12488871185838046
19;des;True;False;1;False;0.12488871185838046
19;des;True;False;1;True;0.12488871185838046
19;des;True;False;2;False;0.12488871185838046
19;des;True;False;2;True;0.12488871185838046
19;des;True;False;3;False;0.12488871185838046
19;des;True;False;3;True;0.12488871185838046
19;des;True;False;4;False;0.12488871185838046
19;des;True;False;4;True;0.12488871185838046
19;des;True;False;5;False;0.12488871185838046
19;des;True;False;5;True;0.12488871185838046
19;des;True;False;6;False;0.12488871185838046
19;des;True;False;6;True;0.12488871185838046
19;des;True;False;7;False;0.12488871185838046
19;des;True;False;7;True;0.12488871185838046
19;des;True;True;0;False;0.12078326341930161
19;des;True;True;0;True;0.12078326341930161
19;des;True;True;1;False;0.12078326341930161
19;des;True;True;1;True;0.12078326341930161
19;des;True;True;2;False;0.12078326341930161
19;des;True;True;2;True;0.12078326341930161
19;des;True;True;3;False;0.12078326341930161
19;des;True;True;3;True;0.12078326341930161
19;des;True;True;4;False;0.12078326341930161
19;des;True;True;4;True;0.12078326341930161
19;des;True;True;5;False;0.12078326341930161
19;des;True;True;5;True;0.12078326341930161
19;des;True;True;6;False;0.12078326341930161
19;des;True;True;6;True;0.12078326341930161
19;des;True;True;7;False;0.12078326341930161
19;des;True;True;7;True;0.12078326341930161
19;none;False;False;0;False;0.10267656175590482
19;none;False;False;0;True;0.11276260471509714
19;none;False;False;1;False;0.12057582363614588
19;none;False;False;1;True;0.1301474559371763
19;none;False;False;2;False;0.14135441871769064
19;none;False;False;2;True;0.15085388597751603
19;none;False;False;3;False;0.1247611159627632
19;none;False;False;3;True;0.13439739265612738
19;none;False;False;4;False;0.1247611159627632
19;none;False;False;4;True;0.13439739265612738
19;none;False;False;5;False;0.1247611159627632
19;none;False;False;5;True;0.13439739265612738
19;none;False;False;6;False;0.1247611159627632
19;none;False;False;6;True;0.13439739265612738
19;none;False;False;7;False;0.1247611159627632
19;none;False;False;7;True;0.13439739265612738
19;none;False;True;0;False;0.10501638354449788
19;none;False;True;0;True;0.11512334184802316
19;none;False;True;1;False;0.12294131995246486
19;none;False;True;1;True;0.1324603399767113
19;none;False;True;2;False;0.14383458613874017
19;none;False;True;2;True;0.15322265695596446
19;none;False;True;3;False;0.12716335815462984
19;none;False;True;3;True;0.13673702566393614
19;none;False;True;4;False;0.12716335815462984
19;none;False;True;4;True;0.13673702566393614
19;none;False;True;5;False;0.12716335815462984
19;none;False;True;5;True;0.13673702566393614
19;none;False;True;6;False;0.12716335815462984
19;none;False;True;6;True;0.13673702566393614
19;none;False;True;7;False;0.12716335815462984
19;none;False;True;7;True;0.13673702566393614
19;none;True;False;0;False;0.12488871185838046
19;none;True;False;0;True;0.12488871185838046
19;none;True;False;1;False;0.12488871185838046
19;none;True;False;1;True;0.12488871185838046
19;none;True;False;2;False;0.12488871185838046
19;none;True;False;2;True;0.12488871185838046
19;none;True;False;3;False;0.12488871185838046
19;none;True;False;3;True;0.12488871185838046
19;none;True;False;4;False;0.12488871185838046
19;none;True;False;4;True;0.12488871185838046
19;none;True;False;5;False;0.12488871185838046
19;none;True;False;5;True;0.12488871185838046
19;none;True;False;6;False;0.12488871185838046
19;none;True;False;6;True;0.12488871185838046
19;none;True;False;7;False;0.12488871185838046
19;none;True;False;7;True;0.12488871185838046
19;none;True;True;0;False;0.12078326341930161
19;none;True;True;0;True;0.12078326341930161
19;none;True;True;1;False;0.12078326341930161
19;none;True;True;1;True;0.12078326341930161
19;none;True;True;2;False;0.12078326341930161
19;none;True;True;2;True;0.12078326341930161
19;none;True;True;3;False;0.12078326341930161
19;none;True;True;3;True;0.12078326341930161
19;none;True;True;4;False;0.12078326341930161
19;none;True;True;4;True;0.12078326341930161
19;none;True;True;5;False;0.12078326341930161
19;none;True;True;5;True;0.12078326341930161
19;none;True;True;6;False;0.12078326341930161
19;none;True;True;6;True;0.12078326341930161
19;none;True;True;7;False;0.12078326341930161
19;none;True;True;7;True;0.12078326341930161
19;uni;False;False;0;False;0.12311852883102276
19;uni;False;False;0;True;0.1278490919249722
19;uni;False;False;1;False;0.11935590069243042
19;uni;False;False;1;True;0.12410122018729791
19;uni;False;False;2;False;0.12194655496025253
19;uni;False;False;2;True;0.12666603607770288
19;uni;False;False;3;False;0.1185283430176423
19;uni;False;False;3;True;0.12324821772566422
19;uni;False;False;4;False;0.1185283430176423
19;uni;False;False;4;True;0.12324821772566422
19;uni;False;False;5;False;0.1185283430176423
19;uni;False;False;5;True;0.12324821772566422
19;uni;False;False;6;False;0.1185283430176423
19;uni;False;False;6;True;0.12324821772566422
19;uni;False;False;7;False;0.1185283430176423
19;uni;False;False;7;True;0.12324821772566422
19;uni;False;True;0;False;0.12454384521277577
19;uni;False;True;0;True;0.12930718115722326
19;uni;False;True;1;False;0.12074458772860445
19;uni;False;True;1;True;0.12552376987953262
19;uni;False;True;2;False;0.1233597809331361
19;uni;False;True;2;True;0.12811216702126962
19;uni;False;True;3;False;0.11990772567875536
19;uni;False;True;3;True;0.12466132658330606
19;uni;False;True;4;False;0.11990772567875536
19;uni;False;True;4;True;0.12466132658330606
19;uni;False;True;5;False;0.11990772567875536
19;uni;False;True;5;True;0.12466132658330606
19;uni;False;True;6;False;0.11990772567875536
19;uni;False;True;6;True;0.12466132658330606
19;uni;False;True;7;False;0.11990772567875536
19;uni;False;True;7;True;0.12466132658330606
19;uni;True;False;0;False;0.12488871185838046
19;uni;True;False;0;True;0.12488871185838046
19;uni;True;False;1;False;0.12488871185838046
19;uni;True;False;1;True;0.12488871185838046
19;uni;True;False;2;False;0.12488871185838046
19;uni;True;False;2;True;0.12488871185838046
19;uni;True;False;3;False;0.12488871185838046
19;uni;True;False;3;True;0.12488871185838046
19;uni;True;False;4;False;0.12488871185838046
19;uni;True;False;4;True;0.12488871185838046
19;uni;True;False;5;False;0.12488871185838046
19;uni;True;False;5;True;0.12488871185838046
19;uni;True;False;6;False;0.12488871185838046
19;uni;True;False;6;True;0.12488871185838046
19;uni;True;False;7;False;0.12488871185838046
19;uni;True;False;7;True;0.12488871185838046
19;uni;True;True;0;False;0.12078326341930161
19;uni;True;True;0;True;0.12078326341930161
19;uni;True;True;1;False;0.12078326341930161
19;uni;True;True;1;True;0.12078326341930161
19;uni;True;True;2;False;0.12078326341930161
19;uni;True;True;2;True;0.12078326341930161
19;uni;True;True;3;False;0.12078326341930161
19;uni;True;True;3;True;0.12078326341930161
19;uni;True;True;4;False;0.12078326341930161
19;uni;True;True;4;True;0.12078326341930161
19;uni;True;True;5;False;0.12078326341930161
19;uni;True;True;5;True;0.12078326341930161
19;uni;True;True;6;False;0.12078326341930161
19;uni;True;True;6;True;0.12078326341930161
19;uni;True;True;7;False;0.12078326341930161
19;uni;True;True;7;True;0.12078326341930161
20;dec;False;False;0;False;0.13005936911666965
20;dec;False;False;0;True;0.12708045030938936
20;dec;False;False;1;False;0.1331716285663101
20;dec;False;False;1;True;0.13006588379351441
20;dec;False;False;2;False;0.138586808390677
20;dec;False;False;2;True;0.13530093731676276
20;dec;False;False;3;False;0.13937171833025713
20;dec;False;False;3;True;0.13604758969466876
20;dec;False;False;4;False;0.13937171833025713
20;dec;False;False;4;True;0.13604758969466876
20;dec;False;False;5;False;0.13937171833025713
20;dec;False;False;5;True;0.13604758969466876
20;dec;False;False;6;False;0.13937171833025713
20;dec;False;False;6;True;0.13604758969466876
20;dec;False;False;7;False;0.13937171833025713
20;dec;False;False;7;True;0.13604758969466876
20;dec;False;True;0;False;0.13212570911566443
20;dec;False;True;0;True;0.12908166260458742
20;dec;False;True;1;False;0.1352316128768075
20;dec;False;True;1;True;0.1320596161729379
20;dec;False;True;2;False;0.14067646814266918
20;dec;False;True;2;True;0.13732211562554428
20;dec;False;True;3;False;0.14145347318755253
20;dec;False;True;3;True;0.13806065522351477
20;dec;False;True;4;False;0.14145347318755253
20;dec;False;True;4;True;0.13806065522351477
20;dec;False;True;5;False;0.14145347318755253
20;dec;False;True;5;True;0.13806065522351477
20;dec;False;True;6;False;0.14145347318755253
20;dec;False;True;6;True;0.13806065522351477
20;dec;False;True;7;False;0.14145347318755253
20;dec;False;True;7;True;0.13806065522351477
20;dec;True;False;0;False;0.12488871185838046
20;dec;True;False;0;True;0.12488871185838046
20;dec;True;False;1;False;0.12488871185838046
20;dec;True;False;1;True;0.12488871185838046
20;dec;True;False;2;False;0.12488871185838046
20;dec;True;False;2;True;0.12488871185838046
20;dec;True;False;3;False;0.12488871185838046
20;dec;True;False;3;True;0.12488871185838046
20;dec;True;False;4;False;0.12488871185838046
20;dec;True;False;4;True;0.12488871185838046
20;dec;True;False;5;False;0.12488871185838046
20;dec;True;False;5;True;0.12488871185838046
20;dec;True;False;6;False;0.12488871185838046
20;dec;True;False;6;True;0.12488871185838046
20;dec;True;False;7;False;0.12488871185838046
20;dec;True;False;7;True;0.12488871185838046
20;dec;True;True;0;False;0.12078326341930161
20;dec;True;True;0;True;0.12078326341930161
20;dec;True;True;1;False;0.12078326341930161
20;dec;True;True;1;True;0.12078326341930161
20;dec;True;True;2;False;0.12078326341930161
20;dec;True;True;2;True;0.12078326341930161
20;dec;True;True;3;False;0.12078326341930161
20;dec;True;True;3;True;0.12078326341930161
20;dec;True;True;4;False;0.12078326341930161
20;dec;True;True;4;True;0.12078326341930161
20;dec;True;True;5;False;0.12078326341930161
20;dec;True;True;5;True;0.12078326341930161
20;dec;True;True;6;False;0.12078326341930161
20;dec;True;True;6;True;0.12078326341930161
20;dec;True;True;7;False;0.12078326341930161
20;dec;True;True;7;True;0.12078326341930161
20;des;False;False;0;False;0.1308292359745372
20;des;False;False;0;True;0.1288862038694651
20;des;False;False;1;False;0.1294360236433268
20;des;False;False;1;True;0.12749777771001683
20;des;False;False;2;False;0.14064639716060806
20;des;False;False;2;True;0.13827985407500337
20;des;False;False;3;False;0.14984300835420034
20;des;False;False;3;True;0.14715106355812696
20;des;False;False;4;False;0.14984300835420034
20;des;False;False;4;True;0.14715106355812696
20;des;False;False;5;False;0.14984300835420034
20;des;False;False;5;True;0.14715106355812696
20;des;False;False;6;False;0.14984300835420034
20;des;False;False;6;True;0.14715106355812696
20;des;False;False;7;False;0.14984300835420034
20;des;False;False;7;True;0.14715106355812696
20;des;False;True;0;False;0.12749903324219444
20;des;False;True;0;True;0.12569791878267103
20;des;False;True;1;False;0.1261644705726684
20;des;False;True;1;True;0.12436669405652762
20;des;False;True;2;False;0.13747207746014226
20;des;False;True;2;True;0.1352584370219493
20;des;False;True;3;False;0.146711459724181
20;des;False;True;3;True;0.14418182816062475
20;des;False;True;4;False;0.146711459724181
20;des;False;True;4;True;0.14418182816062475
20;des;False;True;5;False;0.146711459724181
20;des;False;True;5;True;0.14418182816062475
20;des;False;True;6;False;0.146711459724181
20;des;False;True;6;True;0.14418182816062475
20;des;False;True;7;False;0.146711459724181
20;des;False;True;7;True;0.14418182816062475
20;des;True;False;0;False;0.12488871185838046
20;des;True;False;0;True;0.12488871185838046
20;des;True;False;1;False;0.12488871185838046
20;des;True;False;1;True;0.12488871185838046
20;des;True;False;2;False;0.12488871185838046
20;des;True;False;2;True;0.12488871185838046
20;des;True;False;3;False;0.12488871185838046
20;des;True;False;3;True;0.12488871185838046
20;des;True;False;4;False;0.12488871185838046
20;des;True;False;4;True;0.12488871185838046
20;des;True;False;5;False;0.12488871185838046
20;des;True;False;5;True;0.12488871185838046
20;des;True;False;6;False;0.12488871185838046
20;des;True;False;6;True;0.12488871185838046
20;des;True;False;7;False;0.12488871185838046
20;des;True;False;7;True;0.12488871185838046
20;des;True;True;0;False;0.12078326341930161
20;des;True;True;0;True;0.12078326341930161
20;des;True;True;1;False;0.12078326341930161
20;des;True;True;1;True;0.12078326341930161
20;des;True;True;2;False;0.12078326341930161
20;des;True;True;2;True;0.12078326341930161
20;des;True;True;3;False;0.12078326341930161
20;des;True;True;3;True;0.12078326341930161
20;des;True;True;4;False;0.12078326341930161
20;des;True;True;4;True;0.12078326341930161
20;des;True;True;5;False;0.12078326341930161
20;des;True;True;5;True;0.12078326341930161
20;des;True;True;6;False;0.12078326341930161
20;des;True;True;6;True;0.12078326341930161
20;des;True;True;7;False;0.12078326341930161
20;des;True;True;7;True;0.12078326341930161
20;none;False;False;0;False;0.1033303001100113
20;none;False;False;0;True;0.11340550054532912
20;none;False;False;1;False;0.1212061529157387
20;none;False;False;1;True;0.13074128832282791
20;none;False;False;2;False;0.14198790310711365
20;none;False;False;2;True;0.15142971530284519
20;none;False;False;3;False;0.1253970028475596
20;none;False;False;3;True;0.13499304581187407
20;none;False;False;4;False;0.1253970028475596
