age;educ;insch;male;nkids;married;taxinc
18;none;True;True;6;True;258.5358673115761
18;none;True;True;7;False;3730.7739612036576
18;none;True;True;7;True;258.5358673115761
18;uni;False;False;0;False;-3081.993873911845
18;uni;False;False;0;True;1690.1736516615047
18;uni;False;False;1;False;-2316.642803162023
18;uni;False;False;1;True;2455.524722411327
18;uni;False;False;2;False;-1879.1777397626051
18;uni;False;False;2;True;2892.9897858107447
18;uni;False;False;3;False;-4609.0584224874
18;uni;False;False;3;True;163.10910308594976
18;uni;False;False;4;False;-4609.0584224874
18;uni;False;False;4;True;163.10910308594976
18;uni;False;False;5;False;-4609.0584224874
18;uni;False;False;5;True;163.10910308594976
18;uni;False;False;6;False;-4609.0584224874
18;uni;False;False;6;True;163.10910308594976
18;uni;False;False;7;False;-4609.0584224874
18;uni;False;False;7;True;163.10910308594976
18;uni;False;True;0;False;-3081.993873911845
18;uni;False;True;0;True;1690.1736516615047
18;uni;False;True;1;False;-2316.642803162023
18;uni;False;True;1;True;2455.524722411327
18;uni;False;True;2;False;-1879.1777397626051
18;uni;False;True;2;True;2892.9897858107447
18;uni;False;True;3;False;-4609.0584224874
18;uni;False;True;3;True;163.10910308594976
18;uni;False;True;4;False;-4609.0584224874
18;uni;False;True;4;True;163.10910308594976
18;uni;False;True;5;False;-4609.0584224874
18;uni;False;True;5;True;163.10910308594976
18;uni;False;True;6;False;-4609.0584224874
18;uni;False;True;6;True;163.10910308594976
18;uni;False;True;7;False;-4609.0584224874
18;uni;False;True;7;True;163.10910308594976
18;uni;True;False;0;False;1763.2188635165828
18;uni;True;False;0;True;-1709.0192303754986
18;uni;True;False;1;False;2950.7378809337188
18;uni;True;False;1;True;-521.5002129583627
18;uni;True;False;2;False;4398.578983615143
18;uni;True;False;2;True;926.340889723062
18;uni;True;False;3;False;3730.7739612036576
18;uni;True;False;3;True;258.5358673115761
18;uni;True;False;4;False;3730.7739612036576
18;uni;True;False;4;True;258.5358673115761
18;uni;True;False;5;False;3730.7739612036576
18;uni;True;False;5;True;258.5358673115761
18;uni;True;False;6;False;3730.7739612036576
18;uni;True;False;6;True;258.5358673115761
18;uni;True;False;7;False;3730.7739612036576
18;uni;True;False;7;True;258.5358673115761
18;uni;True;True;0;False;1763.2188635165828
18;uni;True;True;0;True;-1709.0192303754986
18;uni;True;True;1;False;2950.7378809337188
18;uni;True;True;1;True;-521.5002129583627
18;uni;True;True;2;False;4398.578983615143
18;uni;True;True;2;True;926.340889723062
18;uni;True;True;3;False;3730.7739612036576
18;uni;True;True;3;True;258.5358673115761
18;uni;True;True;4;False;3730.7739612036576
18;uni;True;True;4;True;258.5358673115761
18;uni;True;True;5;False;3730.7739612036576
18;uni;True;True;5;True;258.5358673115761
18;uni;True;True;6;False;3730.7739612036576
18;uni;True;True;6;True;258.5358673115761
18;uni;True;True;7;False;3730.7739612036576
18;uni;True;True;7;True;258.5358673115761
19;dec;False;False;0;False;290.7456527034059
19;dec;False;False;0;True;-2745.963060463831
19;dec;False;False;1;False;4675.144360336482
19;dec;False;False;1;True;1638.4356471692454
19;dec;False;False;2;False;3233.747376975428
19;dec;False;False;2;True;197.0386638081909
19;dec;False;False;3;False;4445.140395982196
19;dec;False;False;3;True;1408.4316828149595
19;dec;False;False;4;False;4445.140395982196
19;dec;False;False;4;True;1408.4316828149595
19;dec;False;False;5;False;4445.140395982196
19;dec;False;False;5;True;1408.4316828149595
19;dec;False;False;6;False;4445.140395982196
19;dec;False;False;6;True;1408.4316828149595
19;dec;False;False;7;False;4445.140395982196
19;dec;False;False;7;True;1408.4316828149595
19;dec;False;True;0;False;290.7456527034059
19;dec;False;True;0;True;-2745.963060463831
19;dec;False;True;1;False;4675.144360336482
19;dec;False;True;1;True;1638.4356471692454
19;dec;False;True;2;False;3233.747376975428
19;dec;False;True;2;True;197.0386638081909
19;dec;False;True;3;False;4445.140395982196
19;dec;False;True;3;True;1408.4316828149595
19;dec;False;True;4;False;4445.140395982196
19;dec;False;True;4;True;1408.4316828149595
19;dec;False;True;5;False;4445.140395982196
19;dec;False;True;5;True;1408.4316828149595
19;dec;False;True;6;False;4445.140395982196
19;dec;False;True;6;True;1408.4316828149595
19;dec;False;True;7;False;4445.140395982196
19;dec;False;True;7;True;1408.4316828149595
19;dec;True;False;0;False;1783.24830780688
19;dec;True;False;0;True;-1688.9897860852016
19;dec;True;False;1;False;2970.7673252240156
19;dec;True;False;1;True;-501.47076866806583
19;dec;True;False;2;False;4418.608427905441
19;dec;True;False;2;True;946.3703340133598
19;dec;True;False;3;False;3750.803405493955
19;dec;True;False;3;True;278.5653116018734
19;dec;True;False;4;False;3750.803405493955
19;dec;True;False;4;True;278.5653116018734
19;dec;True;False;5;False;3750.803405493955
19;dec;True;False;5;True;278.5653116018734
19;dec;True;False;6;False;3750.803405493955
19;dec;True;False;6;True;278.5653116018734
19;dec;True;False;7;False;3750.803405493955
19;dec;True;False;7;True;278.5653116018734
19;dec;True;True;0;False;1783.24830780688
19;dec;True;True;0;True;-1688.9897860852016
19;dec;True;True;1;False;2970.7673252240156
19;dec;True;True;1;True;-501.47076866806583
19;dec;True;True;2;False;4418.608427905441
19;dec;True;True;2;True;946.3703340133598
19;dec;True;True;3;False;3750.803405493955
19;dec;True;True;3;True;278.5653116018734
19;dec;True;True;4;False;3750.803405493955
19;dec;True;True;4;True;278.5653116018734
19;dec;True;True;5;False;3750.803405493955
19;dec;True;True;5;True;278.5653116018734
19;dec;True;True;6;False;3750.803405493955
19;dec;True;True;6;True;278.5653116018734
19;dec;True;True;7;False;3750.803405493955
19;dec;True;True;7;True;278.5653116018734
19;des;False;False;0;False;625.0093532595579
19;des;False;False;0;True;-2072.268465276631
19;des;False;False;1;False;32.06517967921991
19;des;False;False;1;True;-2665.212638856969
19;des;False;False;2;False;2260.5636030888118
19;des;False;False;2;True;-436.7142154473772
19;des;False;False;3;False;4247.460776184113
19;des;False;False;3;True;1550.1829576479236
19;des;False;False;4;False;4247.460776184113
19;des;False;False;4;True;1550.1829576479236
19;des;False;False;5;False;4247.460776184113
19;des;False;False;5;True;1550.1829576479236
19;des;False;False;6;False;4247.460776184113
19;des;False;False;6;True;1550.1829576479236
19;des;False;False;7;False;4247.460776184113
19;des;False;False;7;True;1550.1829576479236
19;des;False;True;0;False;625.0093532595579
19;des;False;True;0;True;-2072.268465276631
19;des;False;True;1;False;32.06517967921991
19;des;False;True;1;True;-2665.212638856969
19;des;False;True;2;False;2260.5636030888118
19;des;False;True;2;True;-436.7142154473772
19;des;False;True;3;False;4247.460776184113
19;des;False;True;3;True;1550.1829576479236
19;des;False;True;4;False;4247.460776184113
19;des;False;True;4;True;1550.1829576479236
19;des;False;True;5;False;4247.460776184113
19;des;False;True;5;True;1550.1829576479236
19;des;False;True;6;False;4247.460776184113
19;des;False;True;6;True;1550.1829576479236
19;des;False;True;7;False;4247.460776184113
19;des;False;True;7;True;1550.1829576479236
19;des;True;False;0;False;1783.24830780688
19;des;True;False;0;True;-1688.9897860852016
19;des;True;False;1;False;2970.7673252240156
19;des;True;False;1;True;-501.47076866806583
19;des;True;False;2;False;4418.608427905441
19;des;True;False;2;True;946.3703340133598
19;des;True;False;3;False;3750.803405493955
19;des;True;False;3;True;278.5653116018734
19;des;True;False;4;False;3750.803405493955
19;des;True;False;4;True;278.5653116018734
19;des;True;False;5;False;3750.803405493955
19;des;True;False;5;True;278.5653116018734
19;des;True;False;6;False;3750.803405493955
19;des;True;False;6;True;278.5653116018734
19;des;True;False;7;False;3750.803405493955
19;des;True;False;7;True;278.5653116018734
19;des;True;True;0;False;1783.24830780688
19;des;True;True;0;True;-1688.9897860852016
19;des;True;True;1;False;2970.7673252240156
19;des;True;True;1;True;-501.47076866806583
19;des;True;True;2;False;4418.608427905441
19;des;True;True;2;True;946.3703340133598
19;des;True;True;3;False;3750.803405493955
19;des;True;True;3;True;278.5653116018734
19;des;True;True;4;False;3750.803405493955
19;des;True;True;4;True;278.5653116018734
19;des;True;True;5;False;3750.803405493955
19;des;True;True;5;True;278.5653116018734
19;des;True;True;6;False;3750.803405493955
19;des;True;True;6;True;278.5653116018734
19;des;True;True;7;False;3750.803405493955
19;des;True;True;7;True;278.5653116018734
19;none;False;False;0;False;3073.9831834012257
19;none;False;False;0;True;2359.4918547812063
19;none;False;False;1;False;2487.601946510039
19;none;False;False;1;True;1773.1106178900195
19;none;False;False;2;False;5032.162773218277
19;none;False;False;2;True;4317.671444598258
19;none;False;False;3;False;4069.860442031775
19;none;False;False;3;True;3355.3691134117557
19;none;False;False;4;False;4069.860442031775
19;none;False;False;4;True;3355.3691134117557
19;none;False;False;5;False;4069.860442031775
19;none;False;False;5;True;3355.3691134117557
19;none;False;False;6;False;4069.860442031775
19;none;False;False;6;True;3355.3691134117557
19;none;False;False;7;False;4069.860442031775
19;none;False;False;7;True;3355.3691134117557
19;none;False;True;0;False;3073.9831834012257
19;none;False;True;0;True;2359.4918547812063
19;none;False;True;1;False;2487.601946510039
19;none;False;True;1;True;1773.1106178900195
19;none;False;True;2;False;5032.162773218277
19;none;False;True;2;True;4317.671444598258
19;none;False;True;3;False;4069.860442031775
19;none;False;True;3;True;3355.3691134117557
19;none;False;True;4;False;4069.860442031775
19;none;False;True;4;True;3355.3691134117557
19;none;False;True;5;False;4069.860442031775
19;none;False;True;5;True;3355.3691134117557
19;none;False;True;6;False;4069.860442031775
19;none;False;True;6;True;3355.3691134117557
19;none;False;True;7;False;4069.860442031775
19;none;False;True;7;True;3355.3691134117557
19;none;True;False;0;False;1783.24830780688
19;none;True;False;0;True;-1688.9897860852016
19;none;True;False;1;False;2970.7673252240156
19;none;True;False;1;True;-501.47076866806583
19;none;True;False;2;False;4418.608427905441
19;none;True;False;2;True;946.3703340133598
19;none;True;False;3;False;3750.803405493955
19;none;True;False;3;True;278.5653116018734
19;none;True;False;4;False;3750.803405493955
19;none;True;False;4;True;278.5653116018734
19;none;True;False;5;False;3750.803405493955
19;none;True;False;5;True;278.5653116018734
19;none;True;False;6;False;3750.803405493955
19;none;True;False;6;True;278.5653116018734
19;none;True;False;7;False;3750.803405493955
19;none;True;False;7;True;278.5653116018734
19;none;True;True;0;False;1783.24830780688
19;none;True;True;0;True;-1688.9897860852016
19;none;True;True;1;False;2970.7673252240156
19;none;True;True;1;True;-501.47076866806583
19;none;True;True;2;False;4418.608427905441
19;none;True;True;2;True;946.3703340133598
19;none;True;True;3;False;3750.803405493955
19;none;True;True;3;True;278.5653116018734
19;none;True;True;4;False;3750.803405493955
19;none;True;True;4;True;278.5653116018734
19;none;True;True;5;False;3750.803405493955
19;none;True;True;5;True;278.5653116018734
19;none;True;True;6;False;3750.803405493955
19;none;True;True;6;True;278.5653116018734
19;none;True;True;7;False;3750.803405493955
19;none;True;True;7;True;278.5653116018734
19;uni;False;False;0;False;-3057.457186247179
19;uni;False;False;0;True;1714.710339326171
19;uni;False;False;1;False;-2292.1061154973568
19;uni;False;False;1;True;2480.061410075993
19;uni;False;False;2;False;-1854.6410520979389
19;uni;False;False;2;True;2917.526473475411
19;uni;False;False;3;False;-4584.521734822733
19;uni;False;False;3;True;187.64579075061647
19;uni;False;False;4;False;-4584.521734822733
19;uni;False;False;4;True;187.64579075061647
19;uni;False;False;5;False;-4584.521734822733
19;uni;False;False;5;True;187.64579075061647
19;uni;False;False;6;False;-4584.521734822733
19;uni;False;False;6;True;187.64579075061647
19;uni;False;False;7;False;-4584.521734822733
19;uni;False;False;7;True;187.64579075061647
19;uni;False;True;0;False;-3057.457186247179
19;uni;False;True;0;True;1714.710339326171
19;uni;False;True;1;False;-2292.1061154973568
19;uni;False;True;1;True;2480.061410075993
19;uni;False;True;2;False;-1854.6410520979389
19;uni;False;True;2;True;2917.526473475411
19;uni;False;True;3;False;-4584.521734822733
19;uni;False;True;3;True;187.64579075061647
19;uni;False;True;4;False;-4584.521734822733
19;uni;False;True;4;True;187.64579075061647
19;uni;False;True;5;False;-4584.521734822733
19;uni;False;True;5;True;187.64579075061647
19;uni;False;True;6;False;-4584.521734822733
19;uni;False;True;6;True;187.64579075061647
19;uni;False;True;7;False;-4584.521734822733
19;uni;False;True;7;True;187.64579075061647
19;uni;True;False;0;False;1783.24830780688
19;uni;True;False;0;True;-1688.9897860852016
19;uni;True;False;1;False;2970.7673252240156
19;uni;True;False;1;True;-501.47076866806583
19;uni;True;False;2;False;4418.608427905441
19;uni;True;False;2;True;946.3703340133598
19;uni;True;False;3;False;3750.803405493955
19;uni;True;False;3;True;278.5653116018734
19;uni;True;False;4;False;3750.803405493955
19;uni;True;False;4;True;278.5653116018734
19;uni;True;False;5;False;3750.803405493955
19;uni;True;False;5;True;278.5653116018734
19;uni;True;False;6;False;3750.803405493955
19;uni;True;False;6;True;278.5653116018734
19;uni;True;False;7;False;3750.803405493955
19;uni;True;False;7;True;278.5653116018734
19;uni;True;True;0;False;1783.24830780688
19;uni;True;True;0;True;-1688.9897860852016
19;uni;True;True;1;False;2970.7673252240156
19;uni;True;True;1;True;-501.47076866806583
19;uni;True;True;2;False;4418.608427905441
19;uni;True;True;2;True;946.3703340133598
19;uni;True;True;3;False;3750.803405493955
19;uni;True;True;3;True;278.5653116018734
19;uni;True;True;4;False;3750.803405493955
19;uni;True;True;4;True;278.5653116018734
19;uni;True;True;5;False;3750.803405493955
19;uni;True;True;5;True;278.5653116018734
19;uni;True;True;6;False;3750.803405493955
19;uni;True;True;6;True;278.5653116018734
19;uni;True;True;7;False;3750.803405493955
19;uni;True;True;7;True;278.5653116018734
20;dec;False;False;0;False;282.0362716107097
20;dec;False;False;0;True;-2754.6724415565272
20;dec;False;False;1;False;4666.434979243786
20;dec;False;False;1;True;1629.726266076549
20;dec;False;False;2;False;3225.0379958827316
20;dec;False;False;2;True;188.32928271549463
20;dec;False;False;3;False;4436.4310148895
20;dec;False;False;3;True;1399.7223017222632
20;dec;False;False;4;False;4436.4310148895
20;dec;False;False;4;True;1399.7223017222632
20;dec;False;False;5;False;4436.4310148895
20;dec;False;False;5;True;1399.7223017222632
20;dec;False;False;6;False;4436.4310148895
20;dec;False;False;6;True;1399.7223017222632
20;dec;False;False;7;False;4436.4310148895
20;dec;False;False;7;True;1399.7223017222632
20;dec;False;True;0;False;282.0362716107097
20;dec;False;True;0;True;-2754.6724415565272
20;dec;False;True;1;False;4666.434979243786
20;dec;False;True;1;True;1629.726266076549
20;dec;False;True;2;False;3225.0379958827316
20;dec;False;True;2;True;188.32928271549463
20;dec;False;True;3;False;4436.4310148895
20;dec;False;True;3;True;1399.7223017222632
20;dec;False;True;4;False;4436.4310148895
20;dec;False;True;4;True;1399.7223017222632
20;dec;False;True;5;False;4436.4310148895
20;dec;False;True;5;True;1399.7223017222632
20;dec;False;True;6;False;4436.4310148895
20;dec;False;True;6;True;1399.7223017222632
20;dec;False;True;7;False;4436.4310148895
20;dec;False;True;7;True;1399.7223017222632
20;dec;True;False;0;False;1803.2777520971772
20;dec;True;False;0;True;-1668.9603417949043
20;dec;True;False;1;False;2990.796769514313
20;dec;True;False;1;True;-481.4413243777685
20;dec;True;False;2;False;4438.637872195738
20;dec;True;False;2;True;966.3997783036566
20;dec;True;False;3;False;3770.832849784252
20;dec;True;False;3;True;298.5947558921707
20;dec;True;False;4;False;3770.832849784252
20;dec;True;False;4;True;298.5947558921707
20;dec;True;False;5;False;3770.832849784252
20;dec;True;False;5;True;298.5947558921707
20;dec;True;False;6;False;3770.832849784252
20;dec;True;False;6;True;298.5947558921707
20;dec;True;False;7;False;3770.832849784252
20;dec;True;False;7;True;298.5947558921707
20;dec;True;True;0;False;1803.2777520971772
20;dec;True;True;0;True;-1668.9603417949043
20;dec;True;True;1;False;2990.796769514313
20;dec;True;True;1;True;-481.4413243777685
20;dec;True;True;2;False;4438.637872195738
20;dec;True;True;2;True;966.3997783036566
20;dec;True;True;3;False;3770.832849784252
20;dec;True;True;3;True;298.5947558921707
20;dec;True;True;4;False;3770.832849784252
20;dec;True;True;4;True;298.5947558921707
20;dec;True;True;5;False;3770.832849784252
20;dec;True;True;5;True;298.5947558921707
20;dec;True;True;6;False;3770.832849784252
20;dec;True;True;6;True;298.5947558921707
20;dec;True;True;7;False;3770.832849784252
20;dec;True;True;7;True;298.5947558921707
20;des;False;False;0;False;714.5474239682276
20;des;False;False;0;True;-1982.7303945679614
20;des;False;False;1;False;121.6032503878896
20;des;False;False;1;True;-2575.6745681482994
20;des;False;False;2;False;2350.1016737974815
20;des;False;False;2;True;-347.17614473870753
20;des;False;False;3;False;4336.998846892782
20;des;False;False;3;True;1639.7210283565933
20;des;False;False;4;False;4336.998846892782
20;des;False;False;4;True;1639.7210283565933
20;des;False;False;5;False;4336.998846892782
20;des;False;False;5;True;1639.7210283565933
20;des;False;False;6;False;4336.998846892782
20;des;False;False;6;True;1639.7210283565933
20;des;False;False;7;False;4336.998846892782
20;des;False;False;7;True;1639.7210283565933
20;des;False;True;0;False;714.5474239682276
20;des;False;True;0;True;-1982.7303945679614
20;des;False;True;1;False;121.6032503878896
20;des;False;True;1;True;-2575.6745681482994
20;des;False;True;2;False;2350.1016737974815
20;des;False;True;2;True;-347.17614473870753
20;des;False;True;3;False;4336.998846892782
20;des;False;True;3;True;1639.7210283565933
20;des;False;True;4;False;4336.998846892782
20;des;False;True;4;True;1639.7210283565933
20;des;False;True;5;False;4336.998846892782
20;des;False;True;5;True;1639.7210283565933
20;des;False;True;6;False;4336.998846892782
20;des;False;True;6;True;1639.7210283565933
20;des;False;True;7;False;4336.998846892782
20;des;False;True;7;True;1639.7210283565933
20;des;True;False;0;False;1803.2777520971772
20;des;True;False;0;True;-1668.9603417949043
20;des;True;False;1;False;2990.796769514313
20;des;True;False;1;True;-481.4413243777685
20;des;True;False;2;False;4438.637872195738
20;des;True;False;2;True;966.3997783036566
20;des;True;False;3;False;3770.832849784252
20;des;True;False;3;True;298.5947558921707
20;des;True;False;4;False;3770.832849784252
20;des;True;False;4;True;298.5947558921707
20;des;True;False;5;False;3770.832849784252
20;des;True;False;5;True;298.5947558921707
20;des;True;False;6;False;3770.832849784252
20;des;True;False;6;True;298.5947558921707
20;des;True;False;7;False;3770.832849784252
20;des;True;False;7;True;298.5947558921707
20;des;True;True;0;False;1803.2777520971772
20;des;True;True;0;True;-1668.9603417949043
20;des;True;True;1;False;2990.796769514313
20;des;True;True;1;True;-481.4413243777685
20;des;True;True;2;False;4438.637872195738
20;des;True;True;2;True;966.3997783036566
20;des;True;True;3;False;3770.832849784252
20;des;True;True;3;True;298.5947558921707
20;des;True;True;4;False;3770.832849784252
20;des;True;True;4;True;298.5947558921707
20;des;True;True;5;False;3770.832849784252
20;des;True;True;5;True;298.5947558921707
20;des;True;True;6;False;3770.832849784252
20;des;True;True;6;True;298.5947558921707
20;des;True;True;7;False;3770.832849784252
20;des;True;True;7;True;298.5947558921707
20;none;False;False;0;False;3082.4105697659297
20;none;False;False;0;True;2367.9192411459103
20;none;False;False;1;False;2496.029332874743
20;none;False;False;1;True;1781.5380042547235
20;none;False;False;2;False;5040.59015958298
20;none;False;False;2;True;4326.098830962961
20;none;False;False;3;False;4078.287828396479
20;none;False;False;3;True;3363.7964997764598
20;none;False;False;4;False;4078.287828396479
20;none;False;False;4;True;3363.7964997764598
20;none;False;False;5;False;4078.287828396479
20;none;False;False;5;True;3363.7964997764598
20;none;False;False;6;False;4078.287828396479
20;none;False;False;6;True;3363.7964997764598
20;none;False;False;7;False;4078.287828396479
20;none;False;False;7;True;3363.7964997764598
20;none;False;True;0;False;3082.4105697659297
20;none;False;True;0;True;2367.9192411459103
20;none;False;True;1;False;2496.029332874743
20;none;False;True;1;True;1781.5380042547235
20;none;False;True;2;False;5040.59015958298
20;none;False;True;2;True;4326.098830962961
20;none;False;True;3;False;4078.287828396479
20;none;False;True;3;True;3363.7964997764598
20;none;False;True;4;False;4078.287828396479
